leagueId,tier,number
29760d80-457a-11e9-8d57-c81f66cf2333,BRONZE,63
297b2360-2298-11e9-af42-c81f66dbb56c,GOLD,193
297eb7b0-73eb-11e9-982e-c81f66cf2333,BRONZE,64
297f66c0-29b7-11e9-b7ee-c81f66cf2333,SILVER,162
297ffb60-2306-11e9-828d-c81f66dbb56c,BRONZE,64
2980a240-24b4-11e9-9efe-c81f66dbb56c,BRONZE,54
2980b160-2016-11e9-aa34-c81f66cf135e,IRON,43
29826f00-202a-11e9-bc42-c81f66dbb56c,SILVER,167
2988b930-d427-11e9-b947-c81f66cf2333,SILVER,85
2993a230-218c-11e9-9efe-c81f66dbb56c,SILVER,178
2997ba80-859d-11e9-a937-c81f66cf2333,BRONZE,37
29a12e90-a806-11e9-8a0e-c81f66cf135e,BRONZE,47
29b04890-acce-11e9-a90c-c81f66dbb56c,PLATINUM,200
29c35230-aa9b-11e9-9e48-c81f66cf135e,GOLD,197
29c755e0-e3eb-11e9-a47f-c81f66cf135e,GOLD,184
29c90830-201a-11e9-bc42-c81f66dbb56c,IRON,40
29d82260-2507-11e9-ba46-c81f66dbb56c,BRONZE,90
29e4fc30-251e-11e9-a603-c81f66cf2333,SILVER,155
29e7b350-b310-11e9-a9bf-c81f66cf135e,GOLD,197
29ec8a20-20e8-11e9-b0ff-c81f66dbb56c,BRONZE,63
29ed7490-2024-11e9-a69a-c81f66dbb56c,SILVER,166
2a004b10-b1b5-11e9-8754-c81f66dbb56c,BRONZE,39
2a0e2ce0-202d-11e9-9a46-c81f66dbb56c,BRONZE,107
2a0f5850-b66d-11e9-9666-c81f66cf2333,SILVER,108
2a13bb10-2041-11e9-9a46-c81f66dbb56c,PLATINUM,229
2a152260-319f-11e9-8cd9-c81f66dbb56c,BRONZE,53
2a1b7340-9621-11e9-b135-c81f66cf135e,GOLD,199
2a20cab0-ab7b-11e9-a26b-c81f66cf135e,GOLD,198
2a23bb30-6ca1-11e9-918e-c81f66cf135e,PLATINUM,201
2a278c30-2078-11e9-a3e1-c81f66cf2333,IRON,80
2a2eae80-2af4-11e9-854d-c81f66dbb56c,GOLD,203
2a317de0-e0c0-11e9-afe8-c81f66cf135e,SILVER,95
2a399210-7e45-11e9-9959-c81f66cf2333,GOLD,197
2a3e6690-457a-11e9-8d57-c81f66cf2333,PLATINUM,199
2a3e8da0-457a-11e9-8d57-c81f66cf2333,PLATINUM,197
2a3e99e0-61a3-11e9-a30b-c81f66dbb56c,GOLD,197
2a4008d0-21ce-11e9-828d-c81f66dbb56c,SILVER,163
2a412fc0-d1e2-11e9-9b17-c81f66cf135e,SILVER,110
2a432c00-c2c2-11e9-9542-c81f66cf2333,PLATINUM,200
2a57a2a0-20d5-11e9-9bea-c81f66dbb56c,SILVER,171
2a591960-e34d-11e9-b2c7-c81f66cf135e,PLATINUM,200
2a5a07d0-cc64-11e9-b538-c81f66dbb56c,GOLD,128
2a5a8b70-206a-11e9-a447-c81f66cf2333,BRONZE,81
2a5fa280-afdb-11e9-aed4-c81f66cf135e,BRONZE,33
2a63a1d0-457a-11e9-8d57-c81f66cf2333,IRON,21
2a680010-321d-11e9-b773-c81f66dbb56c,SILVER,160
2a6a3db0-4039-11e9-8cd5-c81f66cf2333,GOLD,194
2a713660-457a-11e9-8d57-c81f66cf2333,BRONZE,60
2a718480-457a-11e9-8d57-c81f66cf2333,BRONZE,102
2a7ba500-31a2-11e9-b773-c81f66dbb56c,SILVER,167
2a7c60a0-2462-11e9-ae04-c81f66dbb56c,BRONZE,54
2a7dd6f0-2404-11e9-af42-c81f66dbb56c,IRON,21
2a84ff00-2037-11e9-a5ff-c81f66dbb56c,BRONZE,113
2a85b330-1ff3-11e9-beb2-c81f66cf135e,BRONZE,105
2a88b920-28f6-11e9-ac29-c81f66cf135e,BRONZE,55
2a8cbf60-2807-11e9-a16b-c81f66dbb56c,BRONZE,75
2a9563d0-d780-11e9-ad8d-c81f66cf135e,DIAMOND,109
2a96e680-6ded-11e9-84dd-c81f66dbb56c,GOLD,198
2a99daf0-ff30-11e9-8206-96c9432cf6e4,SILVER,76
2aa70b80-3668-11e9-8cee-c81f66cf135e,SILVER,166
2aafc3e0-2008-11e9-aac6-c81f66cf2333,SILVER,172
2ab15ad0-2066-11e9-9bea-c81f66dbb56c,GOLD,194
2ab7e720-203d-11e9-b995-c81f66cf2333,SILVER,166
2ac83000-457a-11e9-8d57-c81f66cf2333,GOLD,197
2acf4940-2049-11e9-a43b-c81f66cf135e,BRONZE,102
2ae38360-20df-11e9-a43b-c81f66cf135e,BRONZE,101
2aeb96c0-92fb-11e9-9af7-c81f66dbb56c,GOLD,199
2af1e7c0-8336-11e9-b135-c81f66cf135e,SILVER,90
2af227d0-22ec-11e9-8e8e-c81f66cf135e,SILVER,166
2afba380-2014-11e9-9748-c81f66cf2333,BRONZE,115
2afd09a0-2041-11e9-a69a-c81f66dbb56c,SILVER,155
2b005470-38ec-11e9-acc9-c81f66cf2333,BRONZE,126
2b025a00-2ce8-11e9-aa2d-c81f66dbb56c,DIAMOND,209
2b05ac90-213b-11e9-a1e0-c81f66cf135e,GOLD,194
2b113dd0-22c6-11e9-828d-c81f66dbb56c,SILVER,164
2b18e2f0-3893-11e9-bb35-c81f66dbb56c,PLATINUM,199
2b1a8c80-5040-11e9-a9e1-c81f66cf135e,GOLD,198
2b1e1dd0-204f-11e9-ba5a-c81f66cf135e,SILVER,167
2b1f8af0-202f-11e9-9a46-c81f66dbb56c,BRONZE,125
2b2618b0-ef06-11e9-a4b0-c81f66cf2333,GOLD,146
2b2a7590-3a48-11e9-acc9-c81f66cf2333,BRONZE,57
2b37b960-3842-11e9-b68f-c81f66cf135e,PLATINUM,198
2b3a2bc0-7a6c-11e9-b227-c81f66cf135e,BRONZE,99
2b3a5dc0-f73a-11e9-a795-1e22f3538129,GOLD,102
2b3c7a20-ccc8-11e9-b538-c81f66dbb56c,GOLD,154
2b45b1b0-041a-11ea-8146-b2b4ab224bee,SILVER,74
2b5c8de0-324c-11e9-b944-c81f66cf2333,DIAMOND,200
2b5e6770-84f2-11e9-8a0e-c81f66cf135e,PLATINUM,198
2b642740-e920-11e9-922c-c81f66cf2333,GOLD,152
2b6a9490-221a-11e9-85b4-c81f66cf2333,DIAMOND,200
2b6c7160-236f-11e9-b719-c81f66cf2333,BRONZE,83
2b7666c0-219e-11e9-828d-c81f66dbb56c,BRONZE,89
2b78a440-202b-11e9-beb2-c81f66cf135e,SILVER,171
2b78b700-81a1-11e9-8a0e-c81f66cf135e,GOLD,207
2b7aef80-212e-11e9-8e8e-c81f66cf135e,BRONZE,56
2b8204d0-97a5-11e9-8a0e-c81f66cf135e,PLATINUM,200
2b84f2c0-204b-11e9-8b20-c81f66cf135e,BRONZE,113
2b8df100-457a-11e9-8d57-c81f66cf2333,SILVER,156
2b95d4f0-2046-11e9-97cd-c81f66cf135e,GOLD,199
2b9c2990-a287-11e9-8251-c81f66dbb56c,GOLD,195
2ba08e40-2cc6-11e9-b6d8-c81f66cf2333,SILVER,180
2ba5e510-2047-11e9-a5ff-c81f66dbb56c,BRONZE,109
2bac64b0-242c-11e9-85b4-c81f66cf2333,DIAMOND,200
2bb3bc60-2076-11e9-a447-c81f66cf2333,SILVER,161
2bb76eb0-225f-11e9-828d-c81f66dbb56c,GOLD,193
2bbd9e80-535a-11e9-9f66-c81f66cf2333,SILVER,137
2bc27890-35a2-11e9-91b7-c81f66dbb56c,SILVER,132
2bc99520-2004-11e9-aac6-c81f66cf2333,BRONZE,91
2bce26b0-684a-11e9-a30b-c81f66dbb56c,SILVER,175
2bde77e0-2060-11e9-8c4d-c81f66dbb56c,IRON,32
2bdf4f20-2048-11e9-9a90-c81f66dbb56c,BRONZE,70
2bdfe6b0-2b51-11e9-aa2d-c81f66dbb56c,SILVER,174
2be34720-4531-11e9-8c02-c81f66cf2333,BRONZE,107
2c0b8cf0-aa79-11e9-a26b-c81f66cf135e,SILVER,88
2c0db410-c489-11e9-b0d8-c81f66cf135e,SILVER,88
2c106ab0-201b-11e9-b090-c81f66cf2333,GOLD,195
2c120ee0-21bc-11e9-ae04-c81f66dbb56c,SILVER,154
2c157a00-8353-11e9-b135-c81f66cf135e,GOLD,196
2c174460-6d7e-11e9-84dd-c81f66dbb56c,SILVER,94
2c1b6c30-de52-11e9-a711-c81f66dbb56c,GOLD,169
2c1f8220-8150-11e9-b135-c81f66cf135e,SILVER,87
2c209920-1fe0-11e9-b995-c81f66cf2333,PLATINUM,244
2c280e20-457a-11e9-8d57-c81f66cf2333,BRONZE,41
2c291f90-457a-11e9-8d57-c81f66cf2333,BRONZE,63
2c2ff2b0-c384-11e9-b0d8-c81f66cf135e,SILVER,88
2c368490-5827-11e9-bd38-c81f66cf135e,SILVER,93
2c37b400-d5d1-11e9-9874-c81f66dbb56c,SILVER,87
2c3a6a70-50fb-11e9-9f66-c81f66cf2333,SILVER,188
2c3db940-203c-11e9-8a0c-c81f66cf135e,IRON,36
2c3eaac0-b5c5-11e9-b106-c81f66cf2333,GOLD,199
2c4005e0-80b5-11e9-8a0e-c81f66cf135e,SILVER,91
2c424110-e4d4-11e9-950a-c81f66cf2333,PLATINUM,140
2c44d050-3594-11e9-afa1-c81f66cf2333,SILVER,172
2c4dc5e0-80d3-11e9-8a0e-c81f66cf135e,GOLD,198
2c5baa50-7527-11e9-aa54-c81f66cf135e,IRON,23
2c5f8e20-6c64-11e9-a1e7-c81f66cf135e,GOLD,196
2c627d50-9311-11e9-9af7-c81f66dbb56c,SILVER,99
2c7afaa0-208f-11e9-8b20-c81f66cf135e,SILVER,179
2c7fa400-457a-11e9-8d57-c81f66cf2333,SILVER,138
2c80dff0-2040-11e9-bc42-c81f66dbb56c,BRONZE,88
2c811600-3323-11e9-91b7-c81f66dbb56c,SILVER,176
2c853170-735d-11e9-b04c-c81f66dbb56c,BRONZE,39
2c8570e0-2e43-11e9-8698-c81f66cf135e,BRONZE,50
2c8a8310-2c58-11e9-854d-c81f66dbb56c,GOLD,188
2c8c5520-7e18-11e9-9959-c81f66cf2333,SILVER,179
2c8fc960-d8e2-11e9-b63c-c81f66cf135e,SILVER,92
2c9569a0-d28a-11e9-a8f0-c81f66cf2333,SILVER,84
2ca1ee20-31a7-11e9-84e3-c81f66cf2333,BRONZE,114
2ca3b670-28e1-11e9-a04d-c81f66dbb56c,BRONZE,90
2ca671f0-2204-11e9-85b4-c81f66cf2333,GOLD,198
2cac9960-ea6b-11e9-8d57-c81f66cf2333,SILVER,85
2cb428d0-3795-11e9-a20d-c81f66cf2333,BRONZE,114
2cbc6630-3ee8-11e9-8595-c81f66dbb56c,GOLD,192
2cc15a00-e190-11e9-b2c7-c81f66cf135e,GOLD,134
2cc46890-c2d6-11e9-91d7-c81f66cf2333,SILVER,85
2cc58660-dfe8-11e9-a47f-c81f66cf135e,GOLD,119
2cce5360-2c17-11e9-8698-c81f66cf135e,SILVER,171
2ccf9f60-f4ab-11e9-b1cc-c81f66dbb56c,SILVER,82
2cd111b0-387c-11e9-a20d-c81f66cf2333,SILVER,177
2cd60160-457a-11e9-8d57-c81f66cf2333,GOLD,194
2cd67690-457a-11e9-8d57-c81f66cf2333,GOLD,194
2cdb3b20-2023-11e9-a5ff-c81f66dbb56c,BRONZE,133
2cdbaab0-2a73-11e9-aa2d-c81f66dbb56c,GOLD,192
2d00b0e0-792d-11e9-b135-c81f66cf135e,BRONZE,41
2d020050-3709-11e9-b68f-c81f66cf135e,GOLD,197
2d06a170-1fe2-11e9-aac6-c81f66cf2333,IRON,64
2d0f4770-1ff7-11e9-97cd-c81f66cf135e,GOLD,192
2d0fab90-2dab-11e9-aa2d-c81f66dbb56c,SILVER,191
2d178890-38d4-11e9-902d-c81f66cf2333,SILVER,96
2d1f5500-2210-11e9-85b4-c81f66cf2333,BRONZE,95
2d2580f0-234c-11e9-9efe-c81f66dbb56c,SILVER,166
2d26dd60-2013-11e9-b995-c81f66cf2333,IRON,54
2d2a4f40-86de-11e9-9959-c81f66cf2333,GOLD,197
2d2a7950-2033-11e9-9748-c81f66cf2333,SILVER,170
2d2f6490-dd9f-11e9-8636-c81f66cf2333,BRONZE,43
2d3c5b30-2055-11e9-8b20-c81f66cf135e,IRON,49
2d40a710-20fc-11e9-b0ff-c81f66dbb56c,SILVER,164
2d4dec30-dbf6-11e9-b401-c81f66cf2333,GOLD,175
2d503d60-8cea-11e9-b135-c81f66cf135e,GOLD,197
2d5a4c90-457a-11e9-8d57-c81f66cf2333,SILVER,164
2d5b40f0-206d-11e9-a3e1-c81f66cf2333,IRON,34
2d68b670-5f8f-11e9-93fd-c81f66cf2333,BRONZE,117
2d746fc0-2195-11e9-b502-c81f66cf2333,BRONZE,108
2d773f20-2046-11e9-b090-c81f66cf2333,BRONZE,113
2d78e5e0-2c04-11e9-b6d8-c81f66cf2333,SILVER,131
2d7abef0-406e-11e9-bc29-c81f66cf135e,GOLD,196
2d8c0a20-963b-11e9-9af7-c81f66dbb56c,GOLD,199
2d920e40-2695-11e9-9543-c81f66cf135e,GOLD,193
2d93fbe0-41e5-11e9-9245-c81f66dbb56c,BRONZE,110
2d9a4c60-a88e-11e9-8afb-c81f66cf135e,GOLD,200
2da0e490-2322-11e9-9704-c81f66cf135e,IRON,24
2da850f0-1fe8-11e9-a5ff-c81f66dbb56c,BRONZE,113
2db8a860-22cc-11e9-b502-c81f66cf2333,GOLD,198
2dbd88c0-9acd-11e9-8251-c81f66dbb56c,PLATINUM,201
2dc63700-1fd9-11e9-bc42-c81f66dbb56c,GOLD,192
2dc7ad10-201a-11e9-9a46-c81f66dbb56c,BRONZE,121
2dc9e3e0-2002-11e9-bc42-c81f66dbb56c,GOLD,198
2dcb6390-e7bd-11e9-950a-c81f66cf2333,SILVER,86
2dce9cd0-2018-11e9-aa34-c81f66cf135e,IRON,45
2dd652b0-3f8d-11e9-a90e-c81f66cf135e,SILVER,159
2dd9dcd0-457a-11e9-8d57-c81f66cf2333,BRONZE,88
2ddef7d0-8763-11e9-a30f-c81f66cf2333,GOLD,193
2de13400-393e-11e9-b0dc-c81f66dbb56c,SILVER,178
2de38370-63bb-11e9-9d47-c81f66cf135e,PLATINUM,199
2de78fd0-525c-11e9-9f66-c81f66cf2333,BRONZE,52
2ded4960-200d-11e9-a69a-c81f66dbb56c,SILVER,174
2df09be0-6a97-11e9-ab51-c81f66cf135e,GOLD,196
2df8a120-2067-11e9-a43b-c81f66cf135e,SILVER,160
2e00fa70-1ff7-11e9-b090-c81f66cf2333,SILVER,164
2e033ce0-c2a4-11e9-9542-c81f66cf2333,BRONZE,34
2e069a80-20cd-11e9-ba5a-c81f66cf135e,BRONZE,140
2e07f5c0-1feb-11e9-aac6-c81f66cf2333,GOLD,192
2e0c8a30-9a6c-11e9-8251-c81f66dbb56c,GOLD,198
2e0f71d0-1fd5-11e9-8a0c-c81f66cf135e,PLATINUM,242
2e103350-6bbf-11e9-96b3-c81f66cf135e,BRONZE,54
2e155d50-0276-11ea-8808-7e195d005efe,GOLD,107
2e1af020-6f8d-11e9-982e-c81f66cf2333,GOLD,201
2e2069c0-68bb-11e9-a30b-c81f66dbb56c,SILVER,180
2e231ad0-457a-11e9-8d57-c81f66cf2333,SILVER,172
2e242c40-457a-11e9-8d57-c81f66cf2333,SILVER,95
2e27a210-6fd4-11e9-a20e-c81f66cf2333,GOLD,199
2e2c3340-53b7-11e9-8ed3-c81f66cf135e,GOLD,192
2e2fe2b0-20f4-11e9-a3e1-c81f66cf2333,BRONZE,128
2e3674d0-2064-11e9-b0ff-c81f66dbb56c,SILVER,153
2e37f5c0-c547-11e9-8b1c-c81f66cf135e,BRONZE,39
2e3ac820-2797-11e9-b7ee-c81f66cf2333,IRON,20
2e3c4a10-2b4d-11e9-82a4-c81f66cf135e,BRONZE,63
2e3de060-b99a-11e9-ac8d-c81f66dbb56c,SILVER,95
2e4861c0-269c-11e9-aec4-c81f66cf135e,SILVER,167
2e4898f0-2946-11e9-a3ec-c81f66cf2333,BRONZE,117
2e4a9530-720a-11e9-a015-c81f66cf135e,SILVER,110
2e4ce3d0-2034-11e9-9a46-c81f66dbb56c,BRONZE,118
2e4d9100-203d-11e9-9748-c81f66cf2333,BRONZE,120
2e539850-c6ed-11e9-b0d8-c81f66cf135e,BRONZE,39
2e683a40-6891-11e9-855e-c81f66cf135e,BRONZE,47
2e6fd5f0-2004-11e9-8a0c-c81f66cf135e,SILVER,172
2e7303e0-1ffc-11e9-a5ff-c81f66dbb56c,PLATINUM,236
2e768250-2028-11e9-9a46-c81f66dbb56c,SILVER,170
2e790c20-2643-11e9-810d-c81f66dbb56c,SILVER,170
2e7959b0-20f2-11e9-9a90-c81f66dbb56c,BRONZE,101
2e7a2030-20f6-11e9-b0ff-c81f66dbb56c,IRON,40
2e862d60-5fdc-11e9-9d2d-c81f66dbb56c,GOLD,201
2e899c30-266a-11e9-810d-c81f66dbb56c,BRONZE,48
2e8c0f80-4e72-11e9-bfa1-c81f66dbb56c,GOLD,196
2e8e4a10-206a-11e9-9bea-c81f66dbb56c,SILVER,166
2e96b320-1fe9-11e9-8a0c-c81f66cf135e,BRONZE,121
2e971430-ef61-11e9-a935-c81f66cf135e,GOLD,119
2e9a10f0-21ca-11e9-b502-c81f66cf2333,GOLD,190
2ea5ec30-2027-11e9-bc42-c81f66dbb56c,SILVER,169
2ea6f0d0-457a-11e9-8d57-c81f66cf2333,BRONZE,53
2ea76020-41c3-11e9-bf06-c81f66cf135e,GOLD,195
2ea7d100-ee38-11e9-9e1e-c81f66dbb56c,DIAMOND,109
2ead0e40-8f5b-11e9-9959-c81f66cf2333,PLATINUM,206
2eb902d0-f6ae-11e9-8ed9-46b4eaff8269,PLATINUM,132
2ebd9520-d8fe-11e9-b6e4-c81f66cf2333,GOLD,200
2ec45750-2843-11e9-a3ec-c81f66cf2333,SILVER,172
2ec69d30-c091-11e9-b0d8-c81f66cf135e,GOLD,191
2ec752d0-2117-11e9-8e8e-c81f66cf135e,BRONZE,111
2ec8ae80-35b4-11e9-91b7-c81f66dbb56c,PLATINUM,198
2ecdeec0-1ff4-11e9-b090-c81f66cf2333,SILVER,162
2edd4eb0-d999-11e9-bc95-c81f66dbb56c,PLATINUM,188
2edf31e0-4d5c-11e9-8ae9-c81f66cf135e,DIAMOND,201
2eec5810-20f8-11e9-ba5a-c81f66cf135e,SILVER,174
2eef1b50-80ec-11e9-9af7-c81f66dbb56c,GOLD,197
2ef16b50-c6b3-11e9-b0d8-c81f66cf135e,SILVER,93
2ef46030-6d1c-11e9-918e-c81f66cf135e,PLATINUM,199
2ef96690-202b-11e9-9a46-c81f66dbb56c,BRONZE,117
2efcc8c0-7a0e-11e9-a937-c81f66cf2333,DIAMOND,109
2f018310-200e-11e9-aa34-c81f66cf135e,IRON,40
2f0a7170-2bfb-11e9-8985-c81f66cf2333,SILVER,169
2f0f7c20-2448-11e9-85b4-c81f66cf2333,PLATINUM,196
2f18dd50-34e3-11e9-84e3-c81f66cf2333,IRON,27
2f19a1b0-208c-11e9-9a90-c81f66dbb56c,PLATINUM,198
2f20c080-2032-11e9-97cd-c81f66cf135e,BRONZE,89
2f25de60-28ea-11e9-90df-c81f66dbb56c,BRONZE,48
2f2b37b0-66c6-11e9-bf91-c81f66cf2333,GOLD,193
2f2c3890-b527-11e9-aaf0-c81f66dbb56c,PLATINUM,198
2f3c6a30-2003-11e9-b090-c81f66cf2333,IRON,34
2f3feb50-412e-11e9-be5a-c81f66cf135e,GOLD,194
2f41aff0-f0bd-11e9-85da-c81f66cf135e,GOLD,117
2f428590-461f-11e9-972b-c81f66dbb56c,DIAMOND,116
2f4491c0-51ee-11e9-80d3-c81f66dbb56c,DIAMOND,122
2f4c0310-20de-11e9-a43b-c81f66cf135e,SILVER,165
2f60eb30-8a48-11e9-b227-c81f66cf135e,SILVER,105
2f62c370-2741-11e9-aa3c-c81f66cf135e,BRONZE,54
2f673ea0-051c-11ea-ab1d-46df457278ba,GOLD,96
2f7a2360-1feb-11e9-aa34-c81f66cf135e,BRONZE,108
2f7b8120-2026-11e9-aac6-c81f66cf2333,BRONZE,83
2f91c600-457a-11e9-8d57-c81f66cf2333,BRONZE,52
2f923b30-457a-11e9-8d57-c81f66cf2333,BRONZE,57
2f9dde90-c61c-11e9-8b1c-c81f66cf135e,SILVER,91
2fa94770-69de-11e9-9191-c81f66dbb56c,GOLD,197
2fb24970-ca18-11e9-a8f0-c81f66cf2333,SILVER,89
2fb8d810-e351-11e9-b3ed-c81f66dbb56c,DIAMOND,118
2fba56c0-94c5-11e9-9959-c81f66cf2333,GOLD,199
2fc66200-84dd-11e9-a937-c81f66cf2333,SILVER,138
2fd04ad0-2179-11e9-ae04-c81f66dbb56c,GOLD,191
2fdbefa0-2031-11e9-a69a-c81f66dbb56c,GOLD,192
2fdddee0-38b0-11e9-a90e-c81f66cf135e,SILVER,159
2fe20fe0-2f34-11e9-afa1-c81f66cf2333,BRONZE,107
2fe4f6d0-2122-11e9-b502-c81f66cf2333,SILVER,174
2fe61750-2e5f-11e9-afa1-c81f66cf2333,SILVER,170
2fe76280-2c80-11e9-8985-c81f66cf2333,SILVER,176
2feb7300-20c0-11e9-9b3f-c81f66cf2333,SILVER,171
2fef0130-457a-11e9-8d57-c81f66cf2333,SILVER,183
2fef0131-457a-11e9-8d57-c81f66cf2333,SILVER,119
2ff33ef0-372c-11e9-b68f-c81f66cf135e,SILVER,175
2ff4be10-27a0-11e9-86a6-c81f66cf2333,BRONZE,119
2ff73390-2154-11e9-b1c7-c81f66cf135e,BRONZE,111
2ff75aa0-2154-11e9-b719-c81f66cf2333,BRONZE,99
2ffd9120-2502-11e9-beea-c81f66cf135e,GOLD,206
2ffdb8e0-23e9-11e9-85b4-c81f66cf2333,SILVER,159
2ffea450-258b-11e9-a603-c81f66cf2333,SILVER,168
3002a600-3a52-11e9-b700-c81f66cf2333,BRONZE,44
30037ee0-f0f5-11e9-8137-c81f66cf2333,GOLD,102
300cbfa0-205d-11e9-b0ff-c81f66dbb56c,SILVER,170
3012a720-228e-11e9-af42-c81f66dbb56c,SILVER,161
3013c1d0-28df-11e9-bf8a-c81f66cf2333,SILVER,167
301729e0-2e95-11e9-afa1-c81f66cf2333,SILVER,171
301e0500-238f-11e9-a1e0-c81f66cf135e,SILVER,184
301ed210-2b13-11e9-9d14-c81f66cf2333,BRONZE,53
30293770-2201-11e9-a1e0-c81f66cf135e,BRONZE,72
30314260-5a57-11e9-94e1-c81f66cf2333,PLATINUM,201
3036ba00-2efc-11e9-ae81-c81f66cf135e,BRONZE,60
3037ccb0-9ea0-11e9-be44-c81f66cf135e,BRONZE,32
303e8dc0-9f40-11e9-a1ee-c81f66dbb56c,PLATINUM,197
30429fa0-ee14-11e9-8137-c81f66cf2333,BRONZE,28
3044b900-389a-11e9-acc9-c81f66cf2333,SILVER,165
3046ba10-26ad-11e9-bf8a-c81f66cf2333,BRONZE,53
304a2c30-dd6a-11e9-b259-c81f66cf2333,GOLD,139
304cafc0-2387-11e9-828d-c81f66dbb56c,SILVER,168
304cd7c0-21cf-11e9-aa7f-c81f66cf2333,BRONZE,94
30518d40-200f-11e9-97cd-c81f66cf135e,BRONZE,127
30590650-92d9-11e9-a1ee-c81f66dbb56c,GOLD,199
3059f170-b0b9-11e9-b15b-c81f66cf2333,GOLD,197
305d5360-457a-11e9-8d57-c81f66cf2333,GOLD,194
305f5e90-2cb5-11e9-8698-c81f66cf135e,GOLD,197
3061fbc0-c4c5-11e9-b538-c81f66dbb56c,GOLD,200
306accf0-c0b5-11e9-91d7-c81f66cf2333,SILVER,89
306ced40-241c-11e9-b502-c81f66cf2333,IRON,72
307cd770-2019-11e9-aac6-c81f66cf2333,BRONZE,120
307f2a80-2cd4-11e9-a5b4-c81f66cf135e,GOLD,194
308044b0-457a-11e9-8d57-c81f66cf2333,IRON,21
3080a1a0-2011-11e9-aac6-c81f66cf2333,IRON,76
30830930-c210-11e9-af01-c81f66dbb56c,GOLD,199
3085e530-595e-11e9-bd38-c81f66cf135e,SILVER,185
30975ec0-3d2d-11e9-bb35-c81f66dbb56c,PLATINUM,201
30980a60-37f0-11e9-b700-c81f66cf2333,GOLD,193
30a0d540-37f6-11e9-bb35-c81f66dbb56c,BRONZE,103
30a56c20-c56f-11e9-bd12-c81f66dbb56c,PLATINUM,123
30a5fbe0-212d-11e9-9704-c81f66cf135e,SILVER,165
30aad280-3002-11e9-b773-c81f66dbb56c,IRON,24
30ac2550-3263-11e9-8782-c81f66cf2333,GOLD,195
30b209d0-212d-11e9-ae04-c81f66dbb56c,BRONZE,63
30c3fdd0-23e3-11e9-aa7f-c81f66cf2333,SILVER,171
30c75ff0-96f4-11e9-a1ee-c81f66dbb56c,GOLD,196
30cb6ad0-d4fe-11e9-8636-c81f66cf2333,BRONZE,44
30d4f1a0-27b0-11e9-9cda-c81f66cf135e,IRON,33
30d54d30-26a7-11e9-ba46-c81f66dbb56c,GOLD,191
30d97620-5dc1-11e9-93fd-c81f66cf2333,GOLD,198
30d9e160-fe8d-11e9-a3e2-9259468013ec,SILVER,84
30e5b9b0-9f81-11e9-a30f-c81f66cf2333,GOLD,197
30ea2e90-32f9-11e9-b944-c81f66cf2333,SILVER,175
30ea5760-35f3-11e9-a9ff-c81f66cf135e,SILVER,122
30f39ac0-9aff-11e9-be44-c81f66cf135e,BRONZE,49
30fab600-2045-11e9-a5ff-c81f66dbb56c,BRONZE,80
30facfb0-cde1-11e9-b0d8-c81f66cf135e,PLATINUM,198
30ffd780-2134-11e9-9efe-c81f66dbb56c,BRONZE,88
31060260-7641-11e9-af3f-c81f66cf135e,IRON,10
31153ee0-a447-11e9-9af7-c81f66dbb56c,SILVER,90
3117a4d0-59d5-11e9-838d-c81f66cf135e,BRONZE,52
311a3ac0-457a-11e9-8d57-c81f66cf2333,BRONZE,51
311a3ac1-457a-11e9-8d57-c81f66cf2333,BRONZE,96
3122f4c0-387e-11e9-a20d-c81f66cf2333,DIAMOND,200
3128b990-2263-11e9-9efe-c81f66dbb56c,BRONZE,105
31303420-d5cf-11e9-bc95-c81f66dbb56c,GOLD,200
31309b80-356c-11e9-9bdb-c81f66cf135e,GOLD,195
3131a0b0-5d9f-11e9-b078-c81f66dbb56c,BRONZE,43
31321120-d267-11e9-bd12-c81f66dbb56c,GOLD,199
313232d0-201b-11e9-a69a-c81f66dbb56c,BRONZE,116
313269a0-200a-11e9-aa34-c81f66cf135e,BRONZE,84
3134fd00-cea6-11e9-a8f0-c81f66cf2333,SILVER,89
313e3ea0-269b-11e9-97b3-c81f66dbb56c,BRONZE,58
3143eae0-35b8-11e9-afa1-c81f66cf2333,SILVER,172
31471da0-26ae-11e9-86a6-c81f66cf2333,IRON,32
314ae580-20cc-11e9-a43b-c81f66cf135e,IRON,26
3150c310-b2b2-11e9-b15b-c81f66cf2333,PLATINUM,200
31528280-3397-11e9-8f45-c81f66cf135e,SILVER,172
31531ce0-210e-11e9-8e8e-c81f66cf135e,GOLD,190
31540090-2e9e-11e9-8e2d-c81f66cf135e,GOLD,196
3156c350-94b2-11e9-b227-c81f66cf135e,PLATINUM,200
3157e740-2c24-11e9-9d14-c81f66cf2333,GOLD,189
316a1030-7de8-11e9-b135-c81f66cf135e,GOLD,195
316b2010-910c-11e9-bd4d-c81f66cf2333,SILVER,127
317930e0-9c30-11e9-9959-c81f66cf2333,BRONZE,46
317b8a50-203b-11e9-aac6-c81f66cf2333,GOLD,199
3183ae60-2040-11e9-b090-c81f66cf2333,SILVER,175
318bcfc0-96a4-11e9-a30f-c81f66cf2333,PLATINUM,200
319375a0-79c0-11e9-b227-c81f66cf135e,BRONZE,49
31984810-83ba-11e9-a937-c81f66cf2333,PLATINUM,199
