,matchid
0,3208971284
1,3208937851
2,3208923581
3,3208877421
4,3208881954
5,3208805536
6,3208757401
7,3208771235
8,3208699734
9,3207690201
10,3207624339
11,3206621792
12,3206565441
13,3197609849
14,3197576847
15,3197554557
16,3197531780
17,3197476281
18,3197490129
19,3197425451
20,3197409814
21,3197353179
22,3197327336
23,3197230918
24,3197204220
25,3196968206
26,3196966130
27,3196576132
28,3196517061
29,3196529937
30,3196384899
31,3161279943
32,3161247893
33,3161202092
34,3161170005
35,3161118896
36,3161083827
37,3161046822
38,3161016582
39,3160986473
40,3160954662
41,3160934864
42,3148406228
43,3148384443
44,3148345483
45,3148316233
46,3148286803
47,3147754574
48,3147736810
49,3147699690
50,3138414780
51,3138393857
52,3138410647
53,3138378624
54,3138385863
55,3138363761
56,3138380061
57,3137244467
58,3137216161
59,3104824196
60,3104806154
61,3104779976
62,3104696571
63,3104679254
64,3103722437
65,3103701055
66,3103669941
67,3103618991
68,3103598890
69,3103570018
70,3103560329
71,3103519818
72,3103502006
73,3102768767
74,3095510008
75,3095472099
76,3095453007
77,3095256176
78,3095249821
79,3085277512
80,3083171545
81,3083069145
82,3081991004
83,3081928314
84,3081907314
85,3081867599
86,3081846404
87,3081805938
88,3081792680
89,3073915745
90,3073879485
91,3071090743
92,3064437515
93,3063215242
94,3060741120
95,3060714159
96,3060695202
97,3060666313
98,3060618936
99,3058123439
100,3212138370
101,3212026240
102,3210989663
103,3210977923
104,3210976683
105,3210966509
106,3210946028
107,3208134152
108,3208180325
109,3208108097
110,3207634417
111,3207590594
112,3207284131
113,3207250680
114,3206479772
115,3206445796
116,3205732015
117,3205647738
118,3205663748
119,3205625691
120,3205603070
121,3204357593
122,3204356415
123,3199940694
124,3196899090
125,3196897741
126,3196903649
127,3189877584
128,3189923668
129,3189891689
130,3189857737
131,3189853976
132,3189751578
133,3183007001
134,3182323973
135,3180113274
136,3180067640
137,3180006954
138,3180023156
139,3177911521
140,3177901235
141,3175881206
142,3175851912
143,3175850427
144,3169933725
145,3169575471
146,3169033077
147,3158113014
148,3157373718
149,3150852098
150,3150824661
151,3148200035
152,3148185228
153,3148098351
154,3148097052
155,3147556971
156,3147532275
157,3147514323
158,3147510928
159,3065885716
160,3065847172
161,3065799812
162,3065710481
163,3064961313
164,3064158778
165,3064076723
166,3064064867
167,3063421084
168,3061199608
169,3061191833
170,3060569220
171,3060560963
172,3060524961
173,3060499564
174,3060513133
175,3060467751
176,3060481744
177,3059886252
178,3059881737
179,3059860045
180,3059845723
181,3059037060
182,3058998841
183,3055758412
184,3055739288
185,3055083479
186,3055037619
187,3054192034
188,3054105270
189,3054075782
190,3053393007
191,3053357989
192,3053329157
193,3053317856
194,3053275000
195,3053258282
196,3050296635
197,3050277231
198,3050253307
199,3050219586
200,3186224241
201,3186200292
202,3186186216
203,3185802201
204,3185724830
205,3185708762
206,3185672781
207,3185637023
208,3185631079
209,3181357405
210,3181344358
211,3180543988
212,3180426856
213,3180402173
214,3180325118
215,3180291428
216,3180282529
217,3180193976
218,3180157905
219,3180151901
220,3180065272
221,3179353205
222,3179298863
223,3179274485
224,3161686140
225,3119134740
226,3119097439
227,3118296193
228,3118134618
229,3116740708
230,3116708026
231,3116667455
232,3116559673
233,3115577145
234,3115560593
235,3115517854
236,3115487716
237,3115491093
238,3115429119
239,3115422442
240,3115396895
241,3115395377
242,3115376504
243,3115361743
244,3115337807
245,3114772750
246,3114743887
247,3114707292
248,3114668393
249,3114598016
250,3114526330
251,3114512200
252,3114497370
253,3084990686
254,3072564498
255,3072538980
256,3072031924
257,3071996006
258,3071986296
259,3071928024
260,3071334865
261,3071302030
262,3071175906
263,3070471157
264,3070434548
265,3070414978
266,3070377749
267,3070371736
268,3070318824
269,3070305566
270,3069429781
271,3069062774
272,3068788837
273,3068256742
274,3068249082
275,3065001110
276,3064988180
277,3064332890
278,3064303409
279,3064284572
280,3064243573
281,3064213733
282,3063374087
283,3063328313
284,3062619431
285,3062613383
286,3062588089
287,3062399249
288,3062392819
289,3062380222
290,3062317067
291,3062278417
292,3062256476
293,3062217484
294,3062204393
295,3059117001
296,3059097235
297,3059090292
298,3059012452
299,3058108635
300,3206381443
301,3205524061
302,3205553193
303,3205520217
304,3205298055
305,3204396432
306,3190705997
307,3181317815
308,3177817013
309,3177814904
310,3177830860
311,3159185356
312,3159170029
313,3083969896
314,3083942833
315,3083800289
316,3080597460
317,3080516956
318,3074196828
319,3071101448
320,3068993122
321,3065633438
322,3055684696
323,3055660741
324,3052473139
325,3050214473
326,3050188536
327,3046523838
328,3046502683
329,3046465028
330,3046426644
331,3046409228
332,3046412230
333,3045696802
334,3045627575
335,3045564566
336,3045517990
337,3045506887
338,3045491423
339,3045477860
340,3045360573
341,3045344968
342,3044958073
343,3044936051
344,3044897157
345,3043370460
346,3043351364
347,3042638888
348,3041689645
349,3041646837
350,3041634312
351,3041641373
352,3041619478
353,3040056601
354,3040071521
355,3040037469
356,3039735949
357,3039708417
358,3039685976
359,3039647718
360,3039609454
361,3039620434
362,3038025337
363,3038000195
364,3037975738
365,3037973065
366,3037550930
367,3037533430
368,3037399653
369,3037395945
370,3037392086
371,3037158799
372,3037155638
373,3037122486
374,3036593029
375,3036465441
376,3036398136
377,3034942230
378,3034896094
379,3034886020
380,3033506892
381,3032224600
382,3032212234
383,3032185037
384,3032163068
385,3032076009
386,3031350957
387,3031325762
388,3031309184
389,3031284718
390,3031281452
391,3031266652
392,3030726672
393,3030712399
394,3030638626
395,3030627404
396,3030144988
397,3030116799
398,3026761385
399,3025898308
400,3186206678
401,3186202258
402,3186189259
403,3186176357
404,3186134272
405,3018992277
406,3018961243
407,3016225899
408,3016196763
409,3016069226
410,3016004091
411,3015972943
412,3015913398
413,3015895193
414,3015858756
415,3014330276
416,3014295584
417,3010063290
418,3010038617
419,3010052491
420,3010009596
421,3010025413
422,3010012772
423,3009291862
424,3009215373
425,3009092597
426,3008513024
427,3008489874
428,3008467948
429,3008302202
430,3008263380
431,3008242280
432,3008187662
433,3006522526
434,3006479041
435,3006476208
436,3006177063
437,3006164719
438,3006115547
439,3006103254
440,3006070835
441,3006032089
442,3005871956
443,3005866498
444,3005258412
445,3005141848
446,3004987002
447,3004605605
448,3004585561
449,3004552074
450,3004523156
451,3004485431
452,3004465577
453,3000957139
454,3000948248
455,3000940870
456,3000913026
457,3000601987
458,3000375987
459,3000328852
460,3000341381
461,3000144254
462,3000009527
463,2999860053
464,2999798772
465,2999396860
466,2999376378
467,2999315498
468,2999289848
469,2999280397
470,2999246040
471,2999232991
472,2999227131
473,2999223041
474,2999134622
475,2999123368
476,2999120255
477,2999105282
478,2999101753
479,2999075329
480,2999050111
481,2998732190
482,2998691076
483,2998643857
484,2998618822
485,2998623600
486,2998611634
487,2998597098
488,2998593251
489,2998421551
490,2998284373
491,2998256957
492,2998239040
493,2997654456
494,2997649893
495,2997623386
496,2997490956
497,2997470380
498,2997421850
499,2997401920
500,3211575255
501,3208619050
502,3208661725
503,3208575629
504,3208580170
505,3208495767
506,3208454789
507,3208399818
508,3208335121
509,3208329758
510,3208305642
511,3208281986
512,3208229182
513,3207895462
514,3207878191
515,3207842112
516,3207824843
517,3207719281
518,3207713757
519,3207706558
520,3207683231
521,3207644626
522,3207590084
523,3207269431
524,3207244933
525,3207159578
526,3207136547
527,3207181854
528,3207128510
529,3207105639
530,3207092450
531,3207090947
532,3206798827
533,3206773559
534,3206736613
535,3206751603
536,3206685438
537,3206650041
538,3206634107
539,3206519586
540,3206515418
541,3206510132
542,3206465612
543,3206096666
544,3206089821
545,3206033797
546,3205958830
547,3205931770
548,3198643469
549,3198605633
550,3198610130
551,3197396595
552,3197351349
553,3197276569
554,3197260515
555,3197205418
556,3196579252
557,3195569370
558,3195535469
559,3195512008
560,3195496532
561,3195480749
562,3195404300
563,3195374245
564,3195318316
565,3195273824
566,3195267863
567,3195212874
568,3195158592
569,3195114207
570,3195088670
571,3195084730
572,3195042529
573,3194999305
574,3193368703
575,3193333191
576,3193307683
577,3192398086
578,3190497309
579,3190439686
580,3190431540
581,3190362434
582,3190111388
583,3190084771
584,3190028781
585,3190021920
586,3188164107
587,3188170473
588,3188115120
589,3188068192
590,3188040652
591,3188002000
592,3187921912
593,3187894976
594,3187849674
595,3187637684
596,3187619950
597,3187603526
598,3187589769
599,3186829484
600,3139805833
601,3131727016
602,3122984973
603,3120568874
604,3109166218
605,3108564944
606,3108259813
607,3107812084
608,3106797253
609,3106766545
610,3106752800
611,3105202769
612,3105174638
613,3104927695
614,3104731938
615,3104108662
616,3104089958
617,3104051333
618,3103101280
619,3102865600
620,3102836084
621,3102814810
622,3102775922
623,3102589663
624,3102340538
625,3102090183
626,3102060863
627,3100923896
628,3100878056
629,3100846760
630,3099348668
631,3099269191
632,3098914417
633,3097918070
634,3097895210
635,3097848323
636,3096770499
637,3096730399
638,3096674799
639,3096387937
640,3096357962
641,3096334823
642,3096307655
643,3096302770
644,3095973957
645,3095892817
646,3095771909
647,3095654915
648,3095534441
649,3095409544
650,3095021621
651,3094994664
652,3094901048
653,3094859997
654,3094688070
655,3094647218
656,3094598772
