,summonerId,summonerName,accountId,puuid
0,-KWJ885TDJ6JRL0nA8TYH7N947xQuoo69-ZTQcaY_yXD_oOW,ArrayStartsAt1,LUCauwh1yqvsWS3ueh977tjA1g2cUwCCxiwEeC_E9B0q1elcFM_942cT,jDWJ-CPtUyebNH4WJ8PTz2H2Tm2Das6CUS-KnJTN0j6MkuXWugwEY3QPJVH5asSVSSRuf1HwuDVP0g
1,uQ0-tGq3tpKhMsh25E3HY98QXVE08umBQZ4JRcDaPpDOlprq,Torgrym,uoKJFWcqgUTi3y-sCLRzuHOfMJy2ax-sdIMepx56ANAWFDL15cpXoLGi,GVDRL8peLz6F91AgI9gflsnNX4ahHIpUY7JLLu7jMPFlKeNurzLqojVu815QtCjy9z_2nK0UhQ5NxA
2,tFk80bU2638kyhZvEPAQZVnBIJcb7kU1nVMRhyAEO7ETf68h,Vieux Carre,HjWE4r5WReUAlABIf0tV1JqQHppF-jNLW4Sskha0F5MOFyDR83hCLx6d,Y5VH7ncdmg5Sf1L3LrBJ_a-Gfco2XTaayIjnIRhB74ftOC23R0lYmwxwmxdA1zdfSoWY47ZRGhn6rQ
3,Z_o7fe1oglwK0rVJFkLfc6YJu9YdKoqxPYM6yKMImRuNL0gJ,Fumino FuruhashÍ,AfULKAmpKHDs5iBXQ3dpiDjM7lRnqBh1BJGTMCklnrBu9ed36BtpQQZr,AVVO1f82h5ftMoXQMKPWGhSSVl3bT9fUyySpbawaLtrIWJjb_Qvl-ks7mK3S4h0aV3DrCP8WO-uwZw
4,fq-fpBjksVHSXPZLGs6qZGKc-NiAsZWAIGyNXa0VJIk7s4YM,I win all day,b1fx1kKopCkgt7fUf21AKGzMHgt_6y_RsYlvvKUqYC_ykpI9a6XW9bXR,N1Up5RZ4IS-Re2Hve-8zIlpGygRK9sdPspL9FolT1HikAYkwI0PUKqNH4wDDmzELtvc7UIGrzic1gQ
5,dRr9Jrqe5_XywQmg-vTl85xgmOTYsUdsV1gBgyzDWWmhvGUR,Ryzeini,ZoaAeuw8R_tiwEJbYw6htbQIG3PC7TAigZD_WCorJulv5iOw3LKVspzc,R8-_EY-sKtoOumatlGu_34ZZtKv5WYXtwd1OHj3U0nIYyK92QjCFw1z_Npu7fr84ccRTUorhw9hO8A
6,GahEtU0eCSVPFFSXbuy75dXMjde5XF_5FGmd8uywdjQPMkQj,ForeverIronTier,LR1Ud7UPerGbDXvTMxSCdulBPF3-4eqdeG_b5tWoupi1cS8v7LNNZ4LT,L4fhXiaaOwdAtI8xVp9TZ2TjHx5ZnLo0h_M6zzYy5ADeMzFgQ51_LbAm_nnNGRV30LkoNEJGZ4QTLg
7,LUu38fKCeVpFf74Q4dfVAOEB9ZSa357QnIS48fEW9pn0xe8a,dont touch my pp,wg5u_26qFIvd8u_7u65ndUV6URhIZVVK9Gk29Wc2-JlVlRkoYfVeYZwf,aqFf96FMKV7xS08QesaubgVWoCLCsA5dEj15w4ZCoAwDwes1dmP-x0AHdoe3SW25LAwxuRU5lKR_MQ
8,tvg-UZdOBUv98Yk_JqWEaBQPH9_5gH23MUTDII1oZQY__XFr,Meune,aZgwdQ3qms8xPV6lYpyVh3hhOIdeC_hf_svr74aCM5onJ-ReTv1BVTqB,HuHCcK3bBXpciu_cJrnzb0iDVfutymyDYO6mLmizZzmiS51JoxIHzcrVQEsFocSoTwyOv3Z3HMNBYw
9,-ODPtHv3GEy2S1Ji_bUfPxvebGlcqJgRo1DBLbLuNQMGgmVJ,LeBlueBird,rKLdWc_0wPebbcm3CATFV8P90JOtLD5MYmex72-Xy2VTXQlm8i_b4Fnr,glzKjms_lhfEaMoWN2CZFkJnppqSmNtoqOjAxO15d0tfJ1VtjgnQugwvlMWPFIJK5oeBpIpxYHSEiA
