,summonerId,summonerName,accountId,puuid
0,Kxi0DwL-q_Ib_Q1ldngdjyAy1jCY30aQ_Hq9fTqNLImvDLKN,Nerf Daddy ,FhOanXORvn3Bq6O2jvoWo88r_RBoe1m29b_1ITZN_6d6gEKY3RNenH_H,Nvz-X731PQHIyFIKOeI_7yPgdvFNIIr0k8cHgU2w1tk93gTMQDU9wGsK_t-7MkGaDIOYpG3g-Fo80Q
1,r9WcLO71Rek5T7-P1XKezFXiRyxWUlzarUYzaK-js05OL3Ve,GTO Shade,KzH5KUeYDPbxtgm8sb65uGfoTxazw3hA1L4HPvCeEW2cWoY,VsndMA9elxyxgBU_JJpQdswk_Fvw1XcFrCpPbLEr1XVu2t3l5_UVHyAn3P5W5kyKW8HXfPsTHBuedQ
2,AhsjKqnFl9IiaVJ0Onk4-R3kns4Ont-VP4cAllTuO7dS-0PE,Míke LAN,X1aLc7t6hluPElYgt1MZCblDJXIcte5peVhTdSFMOLhZXL7szaRrszYg,pdP6pOKNAK6ykKBhTDhS0eQDw-wxmjMA-CVhBbBA_QtIkEEz4ub45hJMKwjLZsKkcJbrKyYl3GtCaA
3,FuUmCEKFOFZMMyeWSzPYYloV1Q6TVZuNnPcO0saXa7yjlYro,squirming,SuI7wc39gtaOtmvSZamD7wD8WwB8UwpEFa_NrJe_i5GrSCdeZzPcnmaK,GgYtc4DTqZWMncYh7_EXw-bvthqaxvUetE4fsAlwk7RHW90e_dIqKMZxX5wx_w1ROX9VJ3AlJHPsDw
4,XIRaEMgLzUrmFCxhj5CEnWpFUr8c8Pk4fXFguRNpQ8uqUKhx,poo eyes,gIU4Wvv2ScKWm_pcDQpHav9la6WIcXV0OSSiGZJ88XgFn4cdiPLgcP0M,3Z6lS7NAy-KxqYWc1a1LJGJHkvZjnLIEdB81chanqCgM0-NjyaakbF36dGSSLGO1Yag02l3rEJKv2g
5,FA35eWLV5KedViLI-ElNmcPesM8AM0gNOTyjy24sxzcBYbiv,PR0,kvOsMozMFz-1PP1XL1kkxg1SEYFHQEbl5gT2AMyCRc4wM-n8ywJkS9lc,7E3_G7yzsJecuhcc1uwEE6LVp4gA99QwLEGwW1vaB1HkHH2EVy8BLEEH2lLsBFvlbeWy82EyCxcxjQ
6,ecI6YX-bkEmE6a5y9F8xYROvfpIhHGBhINCnwFPqWBOaa6O3,JinnyK913,mCNKygWlALCa5pSF5lTEx5L0Wg1i5Dr8TyNyDw29My0QA5Q5fa-tqRu6,W_bnNFxei1kTB6_HnFuV0DkkgfyU3g1Ux39yE4ch7fD96dFjcycVff59uLXG1rHpcx4LCXiI3W0YjQ
7,bbsmSJHHGuyWo1Zzy_wmla-BFqA1pHddZEWPXcWzI-tG7CxL,MordekaiserSucks,5272Z9rg_Euj7UEv8vGNZksb4dMSR5wej3U5oo-gFZSQu-Dd6qECUJlI,o7OVoad3X_uEIPmRmEncVLAKC2d9qk22hhk4knAALhOR7TuAlY3chYlbXWhzr45A2OmXS7jnB-_XDA
8,qlgsNJ_8InEF-0HGg7zQr1gR5icIV_ez5_8dw9caxfJQfcvU,Chunkle,ukZwGAKtJ3qs2si03jXOpeGxxh0bSmx-6L2bwLovKZ-Xyyw2BXbBdDiz,v-yHHju3yxHoAS2q237c_p2Uf8WVUuJrln5L28yLbHNrO5Z_i3vP2wPmldlc_ICHSqWNVGdbGlG9rA
9,u9Dx_VOtTYrH6Aux06ZG3mWuTP7MTwzPX-hB-mmgkdd-5ngs,SeasonOpener,ho8BeloUmWLvWmsjpPT4ZwexfycjHji-TNcDhMcWefBLYgMGE25__c1w,uMuWmfLM-6AbO1THZ8sEPIZwv26XCnGgT9bk8qcDL3K9dpxmUcvd3RQB5TQZH9QYdN9X61zGNbJ6og
10,i4jM46u4hw_UKeFWUe6lhlmu5d8J8uKNLZ8uqbi6Jim-4Auu,REFORMEDOKAY,eoOdNz3Gs_U83iQQpk12tsEHrMJHeqb5zSQSVzlrHgZslrD51CarGoP7,b3L01YyX5LkEwyRYibzxlo9x8ZJMX0YkrY4Oznh5XpOIoPQdUOhTQjY0meE6bdGb6F3uJV0TAkyO5Q
11,R7BYngZ3Uv_8BtnGcvbRGJ0fihZ4A5UerFxd6HTMy47Yt537,Kyriee,EF3wIg8dfSqECMQFXOoJsp5miAkXSwnoiPLTct79OvU9-JefwynqjTz0,HSyW5cERTFS6W6aK2i_aiYozIwe3OVZ5lwENRVywnfv0i81HcYJqvGATyai0JJzB5DKeeFgLw3ciVA
12,FV3js398vY9NQlrKucFZ4KdxWmUFqawxvCL5yjnBHjNlqoSa,Rookie cc,NXkCi47QozZROb3y-ZIkGi1De-0j003RzgU0s7qb7Q8BJfgFi7sqq9cl,D4v5QA7WpfJ8IOc_A83DMBrkNZGWRKMEexrFAntdsJYdL2oiGQOkqPOQO6y1lDWfbSqIWnOrIKHKPw
13,ZEnfPuym6vVVBbdKTDsr2_6zyjNPiDV1sBD2OtlASdxKYjTx,Khán,UA7rhxw_eogrwAwho5x2aBN654DMbiCcvCpbkjUeWM_dus3q6KMIutKC,-nUeY7KH-YPxPg-Sh_yxt7LQf1db0nnPaNQEvZPJ4_gCKUw5tYph11IwrIC0HXb-opBZw9vmAbxlyw
14,NrcBfGPjxGKMfMQ9tz4HXXFFqXFG5FoOLNgWsW8ij-V0_Wur,shenjianglin,EJd2BMGRlvOz4BTFJhg11GFGZ_kVWw_Snbp69Uyzh4vNibp0x-72wiJQ,pom2L2T91mHE_5Z9LzaSHqZJLMn1GyxjH3tdV0L6lJB8w77we0TQNUjdrvTQnxyFOP9AmCuB52ptug
15,zZJfLU6IYgIbqcxFvbZqxe4TkFoekcIJ3bW3kj_E_Oer8DYp,Baddinho,H7ZQLXInq4kf7pzV0khn5u38yW98SF9AlM9Sa-1MED7N__x7j5M952Np,hcQQSSf4fXggj0qMrFcKeowSdozZg4oH56KmYOTa_n8m7mqUWhnAiGfaCEGuz-wNLrmC4W9ftnr2nA
16,1-aOaHI9f5bnEyhnLgy973Gvmbe31w4iXKv8UpOIOwEHDgGr,crown control,ZAFQbvUh5bf3gvjOdsYO89Zwkl5akmFZKBY7axuZUqDfLvfmfThY04aS,NY6qaRL-cZ2iokFW8R-XaF67Fq71DHxgFmllLWgDQ907EK_PZT8TSTEhXSMZ0_eGrzod4jT7fP2opw
17,qwCQD0A3cw9oFGv3LAkyY8dNtMkRRsuJxf0F41-h694gvy-w,DarlinTheFranXXX,imndg4hzyiM1gSdgCwEFK4sVqfHGAJrld-jlDdWl-O3CeEq8ysEs5bWy,OmDxm8kCEFeDkdaoF12lA4loS5b3s9gMNDkLaTBjwrxX_37UpgOHjXN_tNt-BW2aPmWnC_fxCZJTxw
18,0HgBEf2ctonS2Jcp8WiNtdpr6sorUX3s1W81mjZH4QjB6jtV,8EEEEEEEDooo,DfD53xlFaFYDaXJ0H2CwV80pVqEET5a6_UX-YeOgkb1DQrf9rMtqAO_3,DWolDdlFn0qP89FGdp7xg0qXqlA6Z15n3yMbXGDk8n8hMrWwBe2sWBBSSlDDc-_G9AL6Qm1TonTC4g
19,b81HapniOc9IgQrx8kre37YEwyyZQOhZt-QwAjBmZrmXyn5L,215800711,P84JC4WPVAYut7ulw-uZoKsztNoS06V_iFJNwNgqYcqxqF_qUuhDumSE,ogZr9UhGk-0g5S9SYjULJ3-hC2_YOthu2p_1I4DyC2yl1mfTySMyMS4s5u9we42bGzyz-6MziPyfZg
20,256FswijrFy-rlZMeSMftPUjspqXgSUNuZOMUbbp-_Ql35nV,1 Yi 9,GxMIOYK72yvmI7UHTi3ARP7xFf0yqq0eKGFqonspdVxv5lihhll0zhEa,gHWRuw95xdksagDmKb1zXyBt9aP19bv3fdkJeZr4uLM5aKT_P2vyW0ZpIX1LE9Z78-BdTeyN_gaGqA
21,8QRMq7ItN9RGjS7R0PVs52T7TU21BadvZiDnBfgPm3OZoWIO,mikkisaur,7aiqhfOcDtdlwrbact5GI5tvDhIaIjTn4ybiHtzIzUiZ4DLtMeQ2m23T,R0CDm_hoHEU65oW8SVBQsrlRF60QTM6m-SNsPemlTDFtEv5PCJZyX72HpSsmY9VsM9lLIAvo5ArfCA
22,1sk4TOUIMkoa4Btv3t8hILGx-uRyl0azKv8EhuhdIU4nkzTz,È R Í K,0jMUAWxWV79O4Aco_-z1L84mw0UAdpb3uQONP_M6LhVVpOdgJL6V7Z0s,PqQ76qfFLNb8fhcGS1u36ZnE8vVfzkUKaFguPYFA1E0BlYr8SIeaBh8E-q16tf0lUF7YwjLxxSzKXw
23,6wd28rQDvD80rLz7uEPSio4RmurmsiRuWQjopAUr3PGsYk0M,Skelester,0B3UuqlB1VJAfX3OhDGeCEOLioR2zbRTo5jDeqhNKjptXqv-tB8bfDIO,6D3yjxhs44AfHpl8lJIW7L9fFp8O6c_2kPx1QG8TPcSR6GXV-Hu6zku0oRvH-VVXV1yfCTGS1nvchQ
24,jsTjkt4ysFTjU_NPiMjbZMrL2Ke_hCfhU8zHJlw5NJNqj7EZ,roseminee,HeQTYtyNAPlL-f0yue2c0HbhJBmLRz4KjFBwlfD1PKWi2k8xr01J6jc0,USPtceDnso0FHNV0wWP-5GAbLdtUjdpLgEWPPF1mJo0gcSvfB9rQE_ERWbm9Z15Nx5pIsiN4TrZ6Pg
25,Q-Tr3JHtxUolp0VvaARwS3GD-0PDKoA3a3CrQ2LE8n1wyG3U,xe69iqjU5D,VWZnSFWYBFkVoPpsfqOLg5gzDIrdT2Xk5_iDFJU92JOv1i6nUhRcCJOH,rn7aRdE7uJCdy4hxX61NHaazBD9ICv2xzP6L7XKhUGL3W5tVyi_eon-1MyR5Z9ZJG03Id7THOWmpXA
26,K82yEeDQvM3_z56Rm05N-76dos-T1Q0ysuyHwk6rhzkmbaWy,BaeBruno,c6hUr8KJ8box-Tsbig8RhCa-BUBvqiEkJBiD2SEsgY-H1XQ5Rzab_Qtw,ZEud9XiYvgyQlQvfLvzmEGagKuo_brQ2TkqYZh_6_sXeJQf8i1KwKD69dfZXg5IT4z2J1MoEEj4glA
27,LB0unS3Y3fbl8x6fUaxvE7whnXkLOTyVQYfEK0fhAli-Zziz,IGmanticore,-ZBIpkcCBYvW0_qwhlsp92FNjSoyme_UydKpJAac8II4c0UHa74vZh3t,u_xhLttmkmh_NxHZw7HjGfTBweSWYd8BuNySELTzKZCl4qMS3lbtCQgfqqWsmnyhxwAr2szbH6BYIQ
28,Jn8BkI5hVtSc2baRgw0o2f5BKtDF3oa_u2eJ1-C6E52qhW6H,elakryC,RPOW8kD_ocTKHs6y3qinvTs402eN2t0oWI7uQVnbnqqVRNwu_4e6lDQC,cALgOqMdy5JmMdvnYiK9zETKDhDcpAIUfG-YfM4k9sKbGLdU4J4QZXWQboJd5bPu27iVdxgace5DHA
29,zCqVCKIY4Xgr5N8SAMWaBqfkWsXFnPL1yGJzZh8pBATFMU0L,Just Listen 1,D_YAxhrXn9K1_zW2fta-sZgUYjASRFel03mGooeHOdZPHsSgdezHP10a,AK3N76FIfLfFEtKUZl2BQgU7CowiNwiET7KRn-JphfmMj2FVAJuWd-X8AfI6kz0GhvOLeXERiU1nEQ
30,3L1Q_627reTIfh9XXUaK4vYN5uG5sSiIj7W_8gRVfsddooqN,Nin9Games,Ap7n4vMf79a-iIMNYs02wYLwKUB3vhY5jpkwU-HpKC5qmq_8SQSOpolX,UXRz6m9WrUaz4wJvAf8vWta0dhRUteX0wz71eoofo1yIGYkBjmUJuM2_CUhHy7m9dZWyeHx62N4dOg
31,ScF71p3O7ESyhiQLaZ3SSdjjK6uThGwsuKra9MdfBtBYu1dw,Jhın and Juıce,QGZexGXtADLRAOttfAvLkEYBcY9HDYW-wkhAbxzGNe2qivOI40sFObaD,vkNbCvjup1VkCClLYOjAnVBCTDAR0oCQxWRVlla1E812rbL60RUvUzB2iNgNhWvEnFBIkEof3yD_nA
32,wdQhSmJ3hqDXHgcHj8Y2LRpIXQsNsCNaPQ8o9h-G59b6qfHQ,AlwaysSoNeutral,zsMOM52eLqC1evuInoQy2RYg3VeCT7z8_NYNNmOmHazKPFE03CVKTTG1,dabbOBiJqpWH89IT5fK22ZMIvn3UrjLS9zbwdlWyUGSOsZoskR8oedDJvZxoNBp20KI8aUELICGw8w
33,Rx2NOvUae5OcrBlDBjV-0p5E2-FJ_abpsGfmpcqPfrpR_Bh9,muark,tw2NUb-V5aIOFztzkRXlMMhA5kX94jRb66SBKB3lro2EWQne5YhZYjhG,NZpoevqPQsMcL4XUgKQgUh_rLGXF0hHtIudlP4ANEtcJ5xZg5vZFZZCvVW4g0385RkS0_m2axfQszA
34,6GjMA5L7wmJsXv7_es4g60BXte2-H7B5z0uDEgcPGalSZxkR,zxcvzoxciuvjopiu,gnKOuYENYZ-NvAOk-ATtTcQeLcPcsbcHI3ygj5JSKHbuVyECELkYA9IL,x9jZ1wQEqEH4mmT_lDBFMfUHZFhd2IfItNWqQv6--579nD3zIyVDrlEtc-ExA37qLb6whpcRR7bKyw
35,0R9viHqGjN8kNZl25uvqiXsKptDm_eWZCUmRxOr9cwTmVg9e,Whateversoa,DbTlNWjXqu8-apFtRHEANNd17l2XKDTh481iqov6mqMmND9vF8N9dIJT,U480GdVlYSzvcNYSFcYGOJn2PjSIMRiejqTzbALG_FGsEBX4VbdcMB0LBU1EksJ-0o8gUIrnoEmeDw
36,nScRGsubvtiib18OzGqe_CFa5k7o4P41BTFpOgPReFMNzLQv,Nimasilo,iQRNieHZBUhAlaTM0943jeEUJvbQYGJnQuBQHFri701iLGFey1970srs,uNSEwnRZrhOAtwa7mzd02e33lTx3UvF_HD7VDuCtNRZJPkvyZUosvaIJt4djgLUCG1DHwQXzli20Xw
37,S1QMVAFIlzWRRhXIbxJ1oRSdpC5Nf753wXpwYA5hpvRChWcy,Zairah,fl6BfaOQQDn_LaBzMF9y_lQVNFx6KOy-7stzfmEA5LR8Da0VW1PfCP_9,Q9KZdSNLjAN73mOnKVlZZZppNr8QiAfUNiSg-UZj5wT8bId_F9ADXkJSYNFb_VkWernJKEn1B6maaw
38,4iJ58xzumBn9kc59sSk-e5514kzuwvTpswjBAzWfglBFafia,UglyPurugly,5ysT-v5IFbDlxx-1r_Sgq2EYsW-nwakuWYTuTrXIzeRATBweDHKTct8Y,SP93a-b9iV0prBELgNSHfiokOBCxnvVJyivJA73m7Awad-gPklxJQ8GlMzp9pPHgUk6iQE71Zey-bg
39,Xitys4HvviNycGO33er962MoV-a96D8-zHadXfQ1lSeSL7Rl,BIGJJ8B,fYZsmHRNKpzVHgpZ5GaOCJjZoEkeAMTcd2TrrGOjE7WtcT2tGMA8cIT2,L7CtMaqvct2O3zZWln4uag7HeR0vucM8XjXRHdfBHEh6OyFjpgSJ798O1GNoJTWxUEPlNynOcLrvFA
40,qKQliSlmT4aVjySYIdX7EUKCW9W1FzVqRQ5kO7a_hPbzZwW2,5Rivers,hgb7Ol06XmQNv7aRfvobWLx5eKMyWGSQ6SKQ7P_VW8BNPVmZmll2itl6,eSbtpXeUoJy9-WufSWqmSUjALHDZcMVNxK1dYpbbWW8in-sfJv30oh-2j6BWBOyXDn96-S4F8CIlig
41,vKXCZJR3-7gypwRE-d4DDuZCSOXpLWCCgPt09POzgvBgVvJE, Kinkou Kennen,NCoRQWNteLQZGVtmF-wOC7tPNh25faAaXTxvrolengXci-1gQjfKZ_y3,4FB6RRKRbsMhZmAzyDVIEOqTJORV_qY7CqafdZ0a5NuM_to1buoJ28Y-eSpxzMfy2L7cKgkM_xp_sA
42,QJDbHsUstB5_bxEkPxtxa5y3Dm0aOod4VJ-6oYXfaDtIu4Q1,officialleague1,X4yJ1pMw5crPzk7vRsvefSYnwKVPO-50BmmncbmoOZ9CHuW9XUniZI_S,eJJPgy786FFRHSqFC1qqrWnLJ_aD-onMN6DD-PeL83snSMFcHwfW-tKOcu5wQkwPa87h76oSuDtvxw
43,YqYQ1zkd4pUBZOKbecXGP4FEcOKTXSo25HToHIZGPQiiMkZA,Thehoboworier,ui9fCGwrmYnbHWkqghCkuoPJ3LvTjB1zYj2lmxComynBI4rMV3xGLQPw,HkETcaTKVNkhS2SDXsB_RRfeCr2vvgJyDh9fPpOJyMqgYqCZj0Kh7emyKzpyFhPuFm7nrxPLQ92NnA
44,2I6W967bL9b_YXH4unyBV5-iYWB155RxlqGt_Iqarh5E8T4H,Kanelicious2,-rTqQy24_9AyNfNi5qKs3NKCwS7J4fn7MQq2sfdxx31ZENw,X0fomPgwZ9gPk-CwiQC1JAqgfa4T1LXQNBVjy4Xx08hppHS75Ev4eJdY79dMpYywdqr_kOWP2Bz4kQ
45,-OPLOnyC3J_I5siEDTqrMN53n9s8P-Ag-p_YuGmfqKu5jJkD,Y U Yellin,fIO-knTMHN9iVcNb6jL7Yx8HNdt1CZ5Obv1aBTPwvP9Min9uY714cpPG,_K-02f0ofrYddencjWEti3oqxoI_1VWmwWjqXMCZ8UoYKnh8EyglbupTzMgSpEyO4Md4UHVtaf4FKw
46,aXggLGZn1THfyv6R3uSaz4PwS2Mfy3-DtHYmx91PxKjY3_fG,MuayThaiLeeSiin,_tJWK4857RJ1cBy2MMeKQDll_zgGAuErmglJq1q6qC8NdxRJTm2rrfK2,SYFRf4ZmC_um--IltU07H6RUPEhEZmvkowB5aGRcwOjF0eYn6mjMsf-QjW0AWRqSUxgYhKDtJk3uHA
47,jMTNnTq9pHcxxDfeLy2H5z-9jetcGWBCqlLjLRH3edLMhfI3,Boku No Héro,gTkCHpJQiOK2quRinMrHYYcO7fbtfq3PlLVItX51zShNKaWh6FGvwRu4,sm4lZrAJYNXB_HVLUEX8tCFRZZv3Geddyg6yvNYXNHMLTfH30bW4v8I51XYWafhDtSBcxq3KO76k6g
48,9ndll1wjnF7wtASzTlToJPUgwInJV9IX2-d1fTCA4v9FrHnI,YouTube Premium,BWMt33VOoaJFnyd0dEr_8XCaANq4H03OuSndRWIUnNXmj6J146wJjZF2,wLg2Rsytz-HDLGYvTVzrJYxxrnb0ySL51d1ZpiEg_CPd-JujU3ykPidnqN7VbYbahr08zqPgz1yksA
49,XysCtxOMqNAXbR_DOaVcaB-918pIj6afjproDrhezre0L_KA,Kyrie Kim,AyLup9aYMwDjOEAZjAkgOqr-Brb8atACATyeR0obWulIBkAHngHQ30Ab,_8NgXOAw9AAchM5A56AczS_XmOadQrjIsf9sLR0hvdsV_PuprHih6NZTn4rnAFXsH_JV2wlKC8tY6Q
50,SHFkV8J4b4krdR4kA6XTvUDk5Li7O2I2jf5LT_LEZ4sTDe3Y,Apple Employee,_pvQuc-LwIwJe-h0vvgxKUjsDLb0gqa4Pq7t7Xl_T3txtm408FW4cYvj,4jNyDJR6PsANIvj8G6cF5OzNRK23qcgrYtVAkBDtXTXi4HN6CHrrppJsAHiNsD4Pgeq1n_eg72SjVw
51,znesF2BOAjXZ6_dYFQuFWJUuoRLm3fnXn6_2NGx_b2sBCMI_,BeMoreVersion,4tj1ACn7wWHd3BURL9xxgpWb5MpMORAhjqKb3mD2DggmioBqNryge7TH,zjWQ6YQVoLHk5lZ7Mhmzb71SGuYekHGg5OiO5uPDGziW7Pa3I8W4NaoZ23m6IXm3HTMV6Au3j0LOMw
52,R7ah9cwJ6Ub-J0IFqgEGE_5HRA1Z3hbyf_EE6owgXEbNGYN6,Ekko sucks lol,3ARicPppJ474XHdDpNK0kOK1DWGI92y_t7lfEAS8cMYP_Js,QJqknRTjfqEJ5CAPUT2kIHWU8zNqcpGB0vv7nk2nBTYDswJc6qNcaiJ6baw5pmjZBdvV28dIEBiyHA
53,3I6b1qmr1KR_giZGFBetc8H4v9I97LQFpJe3IzsUwIg2zRtg,KT Jmeb,8nNELCiz9ff5Q-CgHdWtsXBDF_ki12WjlCf33OsHKOl33Zre2SxJ9mYg,vk-gWdM81hn8LEzSsrAhTw053fMVZeFH1VWDuwcqgkgEDou_r3YWCkopQURaZwAnwtcbMbf6s9jBew
54,zIQ-kNr2dZfKBMxvXn7yo3DqRKGBp7SNWRXl0A4PODIYM0gI,Wandering Monkey,o4pWSn9Jl-X4yqG1Wre9x1tSxjnn7Fu1e-O-xiPHGDbbEqkW2B6V3YFR,Isi_2ArPKu40Aj4a-FgIEpoaWKHI1I9FAYhdMK-1fPGHksD9DTow2f0sXAJaZj5r_bS9EOJXYnwUhA
55,3OBS2v877krQrouSMSfCsBioSSQTvvqerZl_Fk4Szb5-DhC_,Nexre,d2XzO1NQZLD4KAS8VMUeAnEKFjQO61QJGmp-Hl-tTONjHVz8KzGjyAqD,aZfqwoj3XLn1084dR2LsQvo2qGY21SUwNDCXDJOxxU4xIerHViK3wAB-Fh9Bh2uL2u5MbqMV_8wK4w
56,i_8wPygnbO0cDvCHbbFbAMfuRkzDxVQPwkkkYGvI1v82-326,oddbaIIs,zDXO_Ay1yPcmOIBlLL02fnQlOjk6HLHJ0E64VTmOOAqpkxBJuNhu0SjL,MM7P0IELMAYtfQGaoVCUC0CrYSuvp75jJ65JdbqpYjXy8L9GGI-m8zE_62ehyugxQiFY4k27p_t4VQ
57,jGytpRAOIxoQk_xUBuKSmutx2IzIhgRrrpLpOiYkqrGRYF-i,CivilGamer,vFrxwCHLIagZgjLVsBvWi9K30VMwOKLHiakBsMU0kQWJpgxjbpSuolnJ,xZTziRqUoF_eninsD1zlhnNx2pU037xetaLKC2ijS2QrtAUT7z7Il2t1pZ6vbxUMBHQaS9uEF4ssZQ
58,i8OLAqU7t3U7jolYKc3jEp35fTmulx44-Djh8eCvoNzGXqQr,itsKiyOwO,Kf2PdM3O3I02-49HC_4mb1Cm5pY--2egu2wggD47H1bNFr2zKTwQLoBW,Rq8y2UTz-D_N681_7XxezmVDSZsYyI7m-CHiJdMUQEH6Jwct_WFKBY02GGgGcigah6aOOsxqnT5puQ
59,JBmu_SBsjaIyxg6WIaki6X3esX3oSbX9LJ-ukZuZxXPatOUu,PlsPegMe,sbq_CuOkgNAycGqFtYPPmpbyD584DNtyL40Mv0Ao1BH-pJdoXVd6w25a,LsPOS4C6HhY11z72QtiZjdw1rIDx8pA_e8S0i8uLWNKWwMT2lRuOxmXw-OEJmV4_qqFhLtqBbN3J_w
