,summonerId,summonerName
0,y_Xe9lRSdSlKpW5U2-wgOWnYA1ZkfxADw2mxFsMvaQIxkOgB,Enfi
1,EzPkOpifZm3rkjQa3FAj25pWzpzy8sqhKk9YNqbOSri2EAcM,G O D R A V E N
2,_sfT1OPQ8OqG2KdcpwvQWqufoiM4OMnnuvuPWXLMw4mUxV_7,Eluulu
3,u-Ey0ZtlqL4lZ8dQq7DR4bDpUyiaWtqwC9e4dKikT1_QESY4,DaddySmurfDraven
4,iRdgAkORIKmoWMCPLfXp3tlLU1MOfHZPTW87tu7ApGzjXjAT,SEASON8WOW
5,MU-VDpblr7gL5UNarKkJmmEjGOdt_bqiT2epI92J0lwtMDxi,BloodForKhorne
6,TepxUNJb4-KcmWnLyR8__Pcmo_dIqQkmiEok8vNS-c2P3teX,nyannyancosplay
7,yJU7IVyXVTd_gPhUmHFNkb8lo-QNiHbFzWM0rg8mR1RQIcpG,heyyooohey
8,M8Prm15gzwvRY5UWCYWi4k2T2fAhkBnzV_PGwjwaET9ReHNO,iHoshi
9,lo0t7k9FAf9FmoieILqOBp_W7zvMU7wSnecuhDQ5jIIaNFUr,Vivalabam1017
10,2dLu4pFHyzDhzn6nMpVTcPSZX0tTsE1lA8jqiU_mqwlElKj_,bizarre
11,jdsVuC_-gOR5aU6AtdtvUUVPM6b9sQGwuxayEHpO7c9MhTto,SirAlonneKnight
12,ugwrBo9xcvwPK2Ml1CZ4Zpwhxmg3PwSKkL-ZGUSYv1-zwZ3L,Pasquino
13,BVbrI0z7ouNWFofYnSk_thfScDWFGDGl3LurQyi5tyKcBY8i,LoveAcFun bzzb
14,2iMfaIPC8_ECBSHO_PO2EQQsH8QPwhzzYCLq88H6yXg4rPLK,Heart kk
15,yfK-J_50jdNYXsYZylYjP5l_ft7FqKfKu74ne7_3e2_iCH0S,Orochimaru
16,QpXuRIFNf8bC0TfHYia9aILvHDP7ypO2YJanGka46WSCz7bm,Ivurik
17,Srot5jKNDMtfqPTptnqSMOLWcxIRczy2Wu472e1TEE5VbV8y,WMWMWMWWMMMWMWMW
18,fRrYqXlze8tXPZpugazFTsqB4RWOFKCupAfNYBvfW6Vw_yFz,Rıot Panda
19,Tp5Pr1eqIAbXAV7VBFqUDmlPlocGv33AVc0FLIfISDvvHOoL,Swordfisher
20,f8-NIHK2OkIovowHxAt2zCLKDV4yeERLuVhgsdBrIhmJx-UL,Companionship1
21,n4STeRM1G0QzkAPW-jAL360XXPj2YIEwZ64AevwIrYTuPGg_,IND0CAN
22,UNKwjFFMVgcYWolzvpEbkDEyoc-dvwxac_OYIBE4k3aryr_F,kaieze
23,9gL2rfifCpJ1dc8l2zlUbaHp0fYzMiBbwUAk3aditI9_rTtk,Flux Got Banned
24,VT7JW4urMG25l8CJ54UfSgzrLWScM4uiA0QmHKukC4ozRqsR,GermsBiggestFan
25,t59PKI90Ho0oH-3JHdE6eWtIuVLP8yB3QEoNVvVthBMNG8tD,Tadpole Juice
26,95NGbEpHPzwpRm590AQsdA0fq8lJ-bfHHn96M4ipyR2lCpDV,john6456
27,DWtf4foQywk5grAf0SQxNaKoll67Gw4AP6rLsMnCoAd50Bnf,miss her always
28,W05syjNOdGJKHAnn4yHsEPJoYh1rAAlS5JpFEBemJhswCpKd,Klng Hunter
29,TPGmsqyIJXevPyeKPPOXqymGNnol9WGhGxgwC6n826Y-FfUO,jonghyeon shin
30,NWkj9sQjk9MBsHdEISdKVph1oX1P0lnaosI4s2DmOYSZSi0H,Legends never E
31,erboSwd6tRz-XtizzpU8KepEoKSBsVPW5dk5luD78iEXcFMN,TeazuR
32,sWXIMWEWMSHouOBOrB6MCeaaujyS4DZ7W8Vt0KkpDT4uabKg,Dimachaerus
33,4OzcI5mdndgQv8CcyUfXoiW4F0pCTbLBn3Fi7i-imRhD9fIA,Valorie
34,t74L6qrCxVGHJA780HOqWl-WOyINS9FxAXMJ0Lv3w4PRWBd4,Clapped ur girl
35,vng9Fa0IOD3dYmQFulKqVaes00jtBKAzkY27kXVs7YT8Sozw,Cuck Destroyer
36,GLcN6HkVuhjv_7MuWvXI_9Gwe7AkwABPinCLL2UJAronRumJ,Kevins Chili
37,hetoxO7hi83FIiDCgEDdtJoNC-9Oxe-VrI8yO0_UIhwZATkY,Daniel Imaicela
38,2kO2G8o3WKBojx0vqyFXnOFvoNPZ7yz6EwYNpTr5879J7Q58,A Freaky Toad
39,2BHbNR4vxA6xU9pDe7HmciLESdqVhYziL7T2ZT0gutNGj4FA,taixiafanle
40,rxBDQneTd0EYoFqCXQL-1kR-sJfxt6s9avQTyOZxqKVSpWGw,OneTrikBTW
41,sQF3qkwokSY-a4xrBKEkKlPU7tTu8lX4HAVUWBgB7o93Ipjw,070818
42,0AnRH1jFBFG5UtYUKhaEo-JKf3M17JJSSoJzlkoJLJKryMf8,ImADCsBabysitter
43,BDHCAxcFmcQk6sFo_5uWYYgEZGRv_SRqYu3TIz4qKEg6vzbw,Escapist  L
44,zmjX5y1tNOg64qOLH12T0y1B0ltxy6xNShoACF-8Lw3LheMJ,Cinder and Coal
45,QL07vc4OKn5w-t9ix4CroYsLIaX9ew384LbSSY8u-9_G6hph,º o  º  º  o º 
46,EzGfyEjIq6aaupeLDgPXZHXBEcjf85YSr23xNoaMs0SQwMMS,ClimbinglsHard
47,K5XlBHb-OkW2KXJl7sckTHsTSWW82oZkVi72UmYDl8ZavJbT,BiggestFLEXER NA
48,FtW3ijI5THHFQsfM4gTpkXL9_GNJjnfudDUvfSo4ZUmXHsCj,AirFax
49,Rzd-guzVEmhzttS5Xi0T3gvWJiQLMk1vrJVcvIFWM_76q5B0,shykidirl
50,c_PVR7amv5wk_QZMim-Tgubu3hFX6tdARP_YCNEPJ8EgFkNu,Lf Girlfriend92
51,SUtvGlZinRCf3rVHQd8kRMKalyq4nTFM-CAKIApejXUhD1Cq,Leaving
52,zM4xUaswA-T9NpbqyueUT8J8SsnE7EcY6G5jXfpZs4MHDR0_,KBVTV His D5 Dog
53,NBPAlMMVLY1lMs1bkXPMqk2LE3n6FRQacIf13dZcGHHP4T42,Synox095
54,GTFPEdp6mp-5ZHATstSWHvmx1uQppLDHbpHP15WNRdttK2H9,ImActuallyADogg
55,qSxZnj8PbC8q7dxNaVCP5FWbALr6LA37ACzk7vfWgp7nMNMQ,I fap with mayo
56,rrf2cXgFCrMvdbpfB9NvbTcBhx4s64NTWetYML_nnOPoeAUH,Devil
57,87UKfJQdzNX_Q3lpRl04khKkNZwtKMU4eDvAHo1wCBhyTjjW,on the bbq grill
58,JwcwE4TclDkmADuCPRGeJC8V_fxGUMvxr0_dL8uzjPsk0StM,ŁegoMyEgo
59,OLjwmuAI2VRzahG0YEPMuuJ27xYWYXVtp5iRXPdUg_41mTgX,Baby Seeker
60,y_js5D_YdlwH7BH-_TvSxgtKdcIhla-8rLiO8xjUykXTXo0d,Owlly
61,40bz98Um8-i4rxaqW8VqvrXzRrJAjZllNKLniwluwSG7ZzV3,Superlzy
62,BJ3-LmKMn3xI0xMzXEOMRxe00GS0nlj-YX8qSdFx3pmbzite,Language
63,jM-5aPSwr6FjRDn4oWeHxvF6ZiDwPvLb83qMThrhF-fXFTuA,AD PLZ CARRY
64,I_S9x3HmrN_VtCjrQfA-3CYhxCn-JaIHTb5pWvbCRk1tpKVq,pinkshark
65,sp68R4Wum7x0Eez-bxYPQrodv_XLNSuFecHap9N9EE74pVeZ,Rivolus
66,d2-D-FRTPsb6gu0ntu5r7F47cWm-mGeX5OSJdGSDkwNaWhbx,witchyhorror
67,1QR-All2Unnj8cB-YcwddzuCX8Xdnx4hbJ4UEtqxp7aizKdP,KT Shoryuken
68,P1Yq0wjCdGteVn8M0BeJYpXNa9Gueja60UN3928mhCoqDZwJ,Franchy01
69,okGcmtTjdTO-JfuSwCkKvgUnUOSVlYfwSyKERdR9OY0dkDB4,Canadian1mpact
70,B2qHSxgUA2vbpChNPI5mNRe3Nmox9Gx5schDaYTn-0DAHMUf,RISE JaeGlxy
71,J1RoJeDpllxGdenYFNPeFGlm4IAnlbu_MODB5TjXoPuvJ0XN,dislogicx
72,-_35wCcagsyS1lt9REytYoYwhMLjPRjJKR-XhvvJ12tgcOrX,ZhiShiWoZaiZhong
73,6Vwnwexle9TGMpnt5kD6PtOOOYreGGBh3eO5Tbd2-HHPgkF2,Jg Diff Is Real
74,UeJIX_KfmAi7iltOslHGOIc1Z71Ui0_1Wa55r_joXZq1DUAS,Why3a3
75,8wjdZ9Q0xwKYLQj-8lNomqORr2TL8gDt9JotqSlAqM3lLzin,Woshinibaba110
76,7w_pyiI75n6d53_AeuRVCpQBsZXKmMSP3NbZleqCGjBR_Ll4,Lycaell
77,v04E2R5UC8WAG0x99Ot20xaLv3gFTF69kW9Hy1t2aNdDAVga,Tyviana
78,RXpn2ERAmIkegJtkdMeRTVe28poP7mLAaGCe9VA9Un8iguUh,Died In Alpha
79,oFY5AakfvmQ09R1i3xrAzDAHYrb2Zf8oNUkSqrh4695iCfNr,I like ur Jungle
80,SWksKmWIZ7Oka-uvPRFYeAUE5Su5fXDfoNkdSxcRcrTGNrDQ,Maaxss
81,KWXsdLD0i3QRwfVgNYwnDNChjPuSAvarrDXCqz29ntLMWy-J,Extra SpicySauce
82,zPgls9Rusb6YZuttA0JFh9VeWeJG_Bq_6WH3612XoFkk8vY0,GOIN STRAIGHT IN
83,QICefY6GbQn_LM0djPxMrI6l7K94-aIsQ6n-pphE-_HdvnAx,MyEmptyWallet
84,qJOh-7Z9T5uGrzG8nN5MXYIIE5J1cYdKPmZN9nZXKxI7UnVT,Blackrabbitzero
85,jse_udSjn10YKyhmDFhRWpFYHxBg8_OitwJphN-h0oeZ3b2z,R YU BLIND
86,UBPo0VMN-WOuWLlPtsNE9Mz_b5-uNO8-WuS_ZdJ0Wf5n1KJY,Baylie21
87,siPJRVgdlymyiKdNOh8yYooSlif2J8r9NAoLHTt0M5H4pZno,Nviy
88,j_xku32dSidlx2CEySdT_8e4eG2ZJ_JwO0ZtZ0SRkrNCyT4x,wishing it would
89,YUnjKabAjPeOqvFV-1QGA_47yGI8ZaUtbZbz7-u4cwnU534n,Viyor Lik
90,jTs5FaetRWRCmhEIb__jPtBEJcp71sbVvKYQOTMr-qfYPUfw,Slμt Rat E Thot
91,uJ0O2qKdDmX6QaDyIW2fjKEsk8Ty0h4vZ4oOiOhEJ919Tide,anand4db
92,uoxZABipqg8YRCjwhAMq45ZeJJKwDDncJMNG1I02mbdPDBBL,Shiva BonoBono
93,QpVSA1dcCReFKdowK4e60EhKbhiuUZiLB1McRdiqec5Id9cK,FF ASAP
94,XF5h5eoe4qegaSXfJi8o7ofh_1tgsKcd_SdSvaEeXEz5QiD3,WasteTimeTyping
95,s8mWPldQk-gwCrEucbQkolW41RCIZMDFFTMveci8I3ExWoRa,làndofôô
