,summonerId,summonerName
78,l3pvbbsAGLLIBS2iw0bghwXKw-YJuYUGquaWrOin9dk2uFGh,KLuqman1
79,_zIHUo3FuyGKMAO9ojSh8sg7dJgSLJJnM0-WrC-0L_DwklaK,Phoenixz
80,5s59IfbmQRymEA-KdVukHl62_NTSGbrOXCkAq46MuAKlP_qi,AddMeGamerGirls
81,b_1mEwdXAcMbDTZn8NTqwcSubQRTaSLlT5ZaXTOGmVis8T0d,LL Desire
82,tVIsV-kmvq0UialDRXyWeQX77m-9snXANlQCKOcOXFfC40Ql,Feels Billy Man
83,5qXEEAXO-e_q0pOXW_BKv9N_XputTG_HaVEYorBUrCKL2_PG,RI LI XIAN REN
84,71Gtz8eA9GAkwOPrD7rNvY5870jugqpF2VxhQF3y_HVrK_LF,Return of Steve
85,mBK2GyYGc992-oa-l9iqT9DpNl27fJIc8EgusdSyDUP-deiO,Kill the TriHard
86,T874osbxJ3N_-MrXk0LmMduROHS8Q3pp-ZwQ4_sOWm-I7yEI,Ainz OoI Gown
87,SgGBtq8smGvMrqgJVp9QPjUyYS264QO1gP7RIY_48on85YlI,Ąk jester
88,6qV46_DTJ60D5qKfRJ0XtCavL9oPZmaLMBppt4o_GrRBskEN,L9 Unbannable
89,eNNfWM1KEUm9dha4caVxLexDmesjGsc98d_AmYKvCAyaJsMG,PositivityPolic3
90,flkGIoiO8qsqKGwPF9u1xA3iOwxEKDfxX95iNRYzGvn9DIBs,Doctor HappyPon
91,ijRE5lJ9BlbBARetCROTYSuWzGve4Z-M921ztLguk5NIPpZM,Sweetieheart
92,CANo4PfekMMLKkESkWGmyhc7b1W2uRznwuZQ6aDuksr345xT,Jexeslol
93,6zLEApPb9ZJSyM642vzWDaVElWPeEvbPB_Uh-FSkQoL0o1wA,Water Margin
94,Mqo3Z-TtPW59xAYC8VSjWfU3iRrbG8ar7IAUbtVpwJlt2R8o,Lil Income
95,oGdZzEpprkRzKv_YyDxPS-8McOA7vF7UV1el3b9QJWGTzE-J,chad player 69
96,fJZvr3hbimkqHzZBajVoYPbISrS1lH-xqD-qe1gkOQJv64Iu,Uriel Roytblat
97,Jxwz0Vxtxbl5I20l2SKtRe0FirWRd0s7_lNJiUqS47SqZcUN,oddbaIls
98,qadXrZioxXL_oufDC7zuIcX_w2A0-IwltHMzwAyY8NPNw_Q2,TSM Sarcasmwon
99,NBApWYNv48XTkMlygkicO0-I3B9T8U_ykdFgelYo_3CFdEG5,BlTC0IN
100,uLFzsZFBQYBE4wCKGQvNpj45pVYW5zR1IiVQAdLDQRsEBLUx,YG jennie
101,57eMq55oyd7lqkHpY-7frMXxfrJR5p41UukF6lc2N80Ashq5,MushroomStampped
102,1EL5iox_T1T8YldbUlIFKXKdqLUV5LQvsy_VGDZgcVYQEiUT,Jazzyfizzu
103,f_1bCt8VfcOTQPFbs0tPGjINeL3LHL4sVDroeRRtYpcKzAyG,Jgler Pick Sej
104,C-fYN9vRvAKDec8PTx1VMeEDBOikwVp3DdQ8Cnv2AOjPngW2,KDA Akali Pref
105,UJw1u3W3iuo4Qg_pWVhJfv5hzDO_d2sicEeZisn_Rt3jUR_4,DrizzyCanada
106,Fk0JXXGii-HLWSWw-vK0PVutoE1uzDg1zI3D2TOCvBJjHdkw,sociopath btw 
107,CDKEU7ZfgE6wvtLya3nRJbdzvF8rgpMiSaFI-vMqpKrgz8Kp,flyingbang
108,YBr7cRw30HcsUSPmwOte23XPn7aon5PakWfOnpnWy08PBXRp,Koulougi
109,k9kTvl4XMdgBhF8D72l9dvo7oHlYle53qEZPmbau9Dqw5AFV,crınge
110,o2IGZWgH1y1pOOK59Le9DJzoeG-L5gJhajNkIAA3i9ZwtUsA,Drago the Corner
111,lV94OMCd3g0V5EuSQ8Saq2OSPdsYC1psx7_uWAUhe4wV5Eea,NorXie
112,9dh9_VWyl5RtX_fyMQbIGX5FJiyx2D_d-tBkYOvmuzPHz5z0,Ghouly x1
113,MQQcfPHDgL2KgQjkSyscYrivs9CpLm02gWIcVQx5gHdRg6I-,DominickDominick
114,6dXv7mE3riinHoznBXYZI4Z0jw-yVLHjTgfS2dCYMQ7X15gm,parasyte1
115,khsCRrl7dA25GwG1CCrv_QpkL8I5bcXx_YZRfF_GsmPiLJEO,Dism
116,Pzc8Dq3JYySDWGwxDRx9N_3dcTC5suz9ZjNRdacGOTRnb436,haoqilaile
117,0MJexi-2V2PpJshB1wtgnySewyKXXXFh0RTOhfVuME6VVqcR,much to improve
118,0LZibGdriAto5LET4g-pTsRCw_ph2FdhJJaIOfTppgyO6OrX,ADC MASTER TIER
119,j8Lpwas4EXzlE7tb32cu7Cc89Og9LJmddjTqrqLqeAkp5W36,HelpTheMeek
120,bi_D4uXQOs8FFmVNWAy18CNoO0UeiULYBS0FmxPpKCU15C3o,HUNDREDACREWOOD
121,jT6rND51aFooE-gibTTy3MMUiI1zTDlQkXgAKb3EnodkuEpM,IllllllllllllIl
122,kKA7Aiutl31KR4KxulW7xWKUt4Z-eKBjHdeIWJ2hY569SkSO,icewallowcome420
123,oK3xaUHSXyqN6BY6ZBWuc1MFo50txd4_zKrjNvoKd2ybkbQT,Mahjoche
124,gXuSs3fRjrMN8GpzQFCfkXF7skEgLgdpI0Sz5ULusFGEjsGp,998
125,l6veP3093UtxkuQ2NkdLgScSNlhOP5w44DXfR5xcDBARXMQk,shkv2
126,Wlkia_d0RTBjWwpCg8SrpN-tUzNz_j0jVzZLCWZl5AvMM8Jh,Obese Fridge
127,OhIVsx-RMS4u_rStNycq-f6ngJzGTIcRY42Bn_YpXbPGzeWH,FakerDreamTree
128,Ovbw-Kwz03OajlL042X_AW4PJUQnKrQ0gRCjZ-Z8gj3WU5ZN,Skogrxd
129,aS5M6wsH3RpZOD4sPIjcUgyndj9ASiFem4Qd5GiFJoO8cmGC,LoLPreçision 
130,6KwwVbboE2kMWkMsth2XHztHZXsffSrxgaOslJZTdI_ciFua,jb0bsIedder
131,-I1GewCL3DsWmZ750Fex_l_jqQRXDZxw1Ci-p9ONPalVhwsU,PinkShortsss
132,6JFjJ4QPW_g-Jf8E2p0fGSE3VfHJC4RRwydjct46nRA3LqSC,Thetaraxes
133,mHgHGQQ18gXPP85zHEBiTzEk9-lWN5HTICTTunWt3QGG3XOY,1v9 ad carry
134,WXtZe1JSvmHKtW32X4am_ZHn3gKxs9oONvTJaJxqJNqIm4Id,Xtimate1
135,sHLJhwrwuoOqFQwtP8iLUqERA0QqW0p3vv394FpVF3Ioh0l3,Epsilon Delta X
136,f3yCh6CqCCpa2bW6BYXxLOesKpN2a7iFtTWmk09dPPH0F4BU,Xearth
137,C8raGX7O1JdUEdsbmF4wswoHc8_21KzKm5gCKg78RkbSE5ej,77baobao
138,BYRJbbd-eWpb9FW8GK3Md1hWGCTTRpPlvgKWYx4zdHQnx1_k,TorontonianRG
139,g7De_kd5cyAPVTJAniSQ22l-8Gp9f9cxak1qrHgi9f8ONrZw,TSM Sarcasmju
140,aGTxXj_SkerWXy6ktmNTUGOCPPtYxN1FfRpu8HTWX-55FLce,Yabuji
141,Q01SyTAbLvSqyjWHLGUD7dgBJ9ECfZ-v-GZ2f1G3P2HIclMt,ToxicantFK
142,6zhaEhiDHbeH7DGubMNESIH7_2-7GjU2GIIT2ezjsEMqkf4A,purplenarwhal
143,PgxIRQYLg4HOtTd9UDFQZuJz4TYLGRw5NKOMMhDqYf0COosI,Ngoc Bao Chau
144,BkmVOB2TmAe2SJhCJQS9fVufDGMvER1m7FdM1EPUNsj51NhZ,Time So Precious
145,4zFoOPJzwioXGHIrBYX4hgq9XN9EDHGvRXIrZtfglil2vzu0,Warmachine Alpha
146,WT781OmSfYFN6mjIC6Bn1lEtXxyGF9Z6djlWxLZN2axxF1jZ,Im Taeyo
147,tPwQHC2bypOszeBPJot_Msr_nD6bCABPSaYRQUaIStfY8GJP,ur jagiya
148,bYRLjtHidjbr66Z20dJtSSqMbzQSgiOTRuH-8OFSu6I1Ydm4,Red Cactus
149,b1CDmodRdAwyxrw3Wzne9a8XGuqZJR19R8NdkovRvwo861By,Modon
150,Pjfuzoso7yyg0pQ8UYQi0nhY0MO2ZKLnkbhceXpUEkNLsgIn,Cynicał
151,MFDagk9XTUu7CsYnMZiItaw5bZp9hjaiN3mzJdQ8W-4FH1KM,NA 4 Fun Player
152,aQAtM-TaxtPaYSNsLsL0feLJeRnRKjZrtGBtvvY6vg8MLrOV,FrrlHasBigGay
153,THOZ8TWmJc7IiaaQ9JvmX8i3sY2k8lqo2mOv1kWQv54AHQ9I,VelKoz Bot
154,1rEM2GOuJ6LygT3oLUafVS63RvKDXJStSo_wynxJXKdbybXs,GiselleGume
155,tG33WgraXyiAEP8EJrB-CthvN44v2eW4aW393pJFgGIKGW5c,daisy kid
156,D6UJUe--7hkU9rAcV_idLp-KSN6fFa0FBlWg5QE8TcIPR4Uh,InSaneEyeKing
157,a-OK1XN1Dm2f_eVYdbdHRIxM6xcacemoBJGEpINR7zxw8y7h, Luna dial CR
158,gYIhSXO3frOSa3BtMi_HcWaYVQ3usftoqDwzzCucCgFhDn7P,Piray
159,Au9-TXmWPyQ3c6P9vj5HvYCSyanfwzQd9ssScVG3C53KIjTK,never riven
160,MVk87L2-zHa6xUfW-tmhaz5wRaTUub7m52dKCDjht7ytKt85,Xeraths Scripts
161,oVg0nu-LlLSHsI-W1is8xczuaxklM0Ul_E033R8gm8j_1siz,Terrible PIayer
162,tB6SoU4nh4lLoKZk3wpGZ_FHp4TQt6t6r3xnoSHVVRnPcGNT,Touki Sanjou
163,LbgxXaddAMaQbbL5Hi5gkqDPJt2trOdJ3FInNkBUAP96Hehs,John   ˉ
164,Xz1C4aS8ZEtWAtNInXhha9ds0Rm72w4sbhAFFqrnh79qBcZj,Primacy
165,Sp9GOmHVuapmBDUgjTt5M8jGhJbT2hVr_cenu8k-g2QqnxVb,C9 Cam
166,VHX3lPjNGIgE_W-4T_i1Ugb08fT3mN0EHaY2Kuoy2MYak5r7,IIlllIllIIIllI
167,eiIZfTMBMz-ZswwfwPY-5EshVdSrEaY9VSqWVJTtFeoN96dB,4 A 8
168,F2USYwYwOVDzzrhdojwGOhvDVMUgi5P6eRfdFAcB0_S4FROs,We Gonna Journey
169,HSIYltG7L15z00ZF-yfovNF_aiRPs6vONxl10LtJQHWWdxBv,Actinocuti
170,1Q8PInYjXUDuw9bzHX3pEUC6t7QBc2CR1Hcc25UgFB0A1Id-,Meshal Supports
171,OyB0fHDcWTbfNYU-fTHgA6ntiFKdQPQ40dLQE-3goF_f0yPu,free guccin
172,WE0PJX6irdUHy0RjDoYEneF03asg2M0iwNZpcyIooReFE5z2,Dropgun
173,aeeZIG9GQT75WtjLmU_TT6aHaStB7P6BAAk-hK7ihBSko2mm,Sonïc
174,V28Zp0LxI3mOjTpPfOE0q8ESKTwu_dQ3IeHAyb-MqikJk8VT,TwitchtvSauser2
175,0QMHshLIafA6cNbN9q6ZHr-7polYaZNMMIs1925UcJ2qg9Dt,ÇLìff
176,E82Awd1NA66bgprMA5QWQCgDV3abCCW1byJCPUjnvMMISWMh,Really Gay Nicca
177,vVyGmhdjKBcX3m9AKhDIySia3x4FPFD3zVrb4mHmDLQvUL5T,EloDaddy Joby
178,-HGIAQM6pgqLsyxoOQb7AuuWFGNb7_mKfw63ABrmaRKQJZb2,Shadow Of War
179,HBXwvlwSf6UyhLUEp6OyrXl6-4mfsi0utnpT-CmXsTF3RwG5,Raindrops0
180,ohkmSv21Qv6twPgMs1jCkQkGmY3ujEbDMA4mgw_XREiN2PXm,SHUTupetSQUAT
181,g_iI5iYOcr8Yy_OLdWRkrBHmqqSRwyQLATQWFOVekQQgvcux,not smurfinn
182,-_JLui_24MRacuy6O2KNUtpebNo6kCVDFEh7zOF-8b-r8Bi5,Tylér Tran 
183,-D3GJeuu-unR_g78h7ceKmk0_Kl228WwtoCJuq6IE3Xhw6xh,Bottle Caps
184,TrxQjPKT9ruRGldxrJkIGPS-WTDU86CNMfk0gUqCSKWTvzgA,Þórný
185,Wea-RkuGdWy20Xhdf3ejgzmCcVDIVlxcHZm2ocAYpCh3Bje9,Moelleh
186,dcna_eLua7yM-d6h6pJQq8jGCxDveZcKUgP4mXv_mWLdJD-h,Calm Silence
187,x6r8cnhCRGfBDcKhD5kxvWJQx3agnWGcAptyce88KtvR0zP0,Donny 666
188,Pz-rpWRauSu7SiQItRhBxHZxN_sQsM3IDhShehSlI9Agsl_7,LOLgotSued
189,H2HsadoMkD3T18tZNNPGENHdM5c-AKY0kKeyfAkjMZmaFa0I,Caitlean
190,uAVCzywCsGTohsWSJ5h_z5_jlp6ma9Y3kC0QESUgmVBefsl4,ThreshMainBtwEz
191,ERuCzmL2y9mZV0zIUBJzg2er14S3pX-7Nq6hoZ5GJW7GZ7Xs,RolleyPoIley
192,fyBEbjH-Y3rs3AEcDpHdi3RLfwa3zHoCZ1RAScfrhu-6jLYY,SEWERBOY22
193,3m0TgIagmSkZQ3VgIKzgdgecI1rI-Z0p0NBRaYyVtWA-y9mI,PSG Mbappe
194,iGDiOGRjosRlVgyjLgkU3yQvk4sV7s0tfzHPTvTjBD99YsNf,washedlikeme
195,Wj1MgJkM9722HwimY2uIPZc5Psqk1hJiHM-v9X8VoUf2nyQf,ThePlagueGod
196,83OEx6URmKZE-qXxV431HdY411PadaX9GbDcy33qtOKJG7-Y,Waveform
197,AsJEVRst-K5LnTTLN-cyejt2YyrZt77fejSRDpNN0uYocuqE,CGG Snake
198,ODjx86g65d1zslxl7mpnTR6Zms-fUJYMbhRSz4j0e6H58rG7,trick fanboy
199,ck8gla5dFOsqG_M8xLCJro2OBImBCwUuv_dCsu3o1OlA3PuB,Tiger Muskie
200,IpPDD_PaBoko0mDwOIrSPGELTj2KY2rzy4KXoUWFeCebXPV2,Def High
201,2P6NmsCtC0bZ0PyBOKwZVnWqjH3-G9dXvB9gA1Xqt9ESDMvR,FallenAngles
202,QUgnQhVbK5xyo5g2vxYPoR9gD5agqVR30I8EekpKUuVFWLnc,TL Alto
203,NA9fR43b-2rQG5zXhHIzP4yW8wS8dsieHsADu3UIq1W4qm6-,HîGoSu
204,pHHjseUgRDhNWXjv-MbjJrC3ED3cELq-j9YlS1IGJpEGdYMN,Slyfy07
205,IpPDD_PaBoko0mDwOIrSPGELTj2KY2rzy4KXoUWFeCebXPV2,Def High
206,2P6NmsCtC0bZ0PyBOKwZVnWqjH3-G9dXvB9gA1Xqt9ESDMvR,FallenAngles
207,QUgnQhVbK5xyo5g2vxYPoR9gD5agqVR30I8EekpKUuVFWLnc,TL Alto
208,NA9fR43b-2rQG5zXhHIzP4yW8wS8dsieHsADu3UIq1W4qm6-,HîGoSu
209,pHHjseUgRDhNWXjv-MbjJrC3ED3cELq-j9YlS1IGJpEGdYMN,Slyfy07
210,QRCuGEfxqDhG_KgQmp056fJIoRDlGg3R7MqEQLHBWllB9PcU,iBcHobart
211,-JJ_evL4rH8UR-FAPCbOFNUt2415_kmcLk6waTDgkQAtKYQm,Osog
212,MKCmdyjybCGiJMxTMyX0WTebfnVeKdoSCJZBsTKbe5Sq3byI,54 6f 78 69 63 
213,TLLUEIjQhOF_CFjbuWH-Dlx-3JOsP6QIW6VZ18tDilNpWmnT,0 Vision Score
214,JngdukZAGBvUJUzz5tVWDi5RmkruP7QEZaeSleV9m7vHE8lU,Imeri
215,K6PaZtcx4ruRfvcfw4xBeCpZsHyCQzDm_Xn7Xq-xHmxubOWV,Ceptøs
216,zb5W4VdlV2itFMPjw1ytFRw7E9dcPq6v8VH4L7IvfhqYwAap,zuiqiangdaye1
217,HlPqvbLf47RAN6ieLjloFpFl_70wUOzrksP8buaNiXKVonFj,pranape
218,QaHWKAEuDMP7pIGFFOkDvAIzVzlAxwtbR2ii3abE0sL6wTl2,I love s9
219,awm1uSXzaYfdDTImMuSuFI9GUcCjdsUhx9rDS-z9E75e8zLJ,13th Rooks
220,ZKaeJlzdW_DeHzxD-UDQgJerznpN9CAsUZFayFLqjqepD6E_,ur sweet
221,XA7HzC0iksiqMq841fytq88vF16X3KftGaZdRxHRR23JnAet,EthelaSoAk
222,hgEw3dCST9BGztW2v5Q3UZajptTzu4pav_vjx1ZsKF9UUBud,used condom31
223,EOfiah_sdLXQpQFMP5eMLq7j-0ue6xBv3ozMq5tvuAyuh_ug,POWER TEEMO666
224,pT1bzwWjRTbbUCIxEjjvm_vj7C9Ow3Rgl5t5x7DjY9mvpF6N,HELLAS SILVEN
225,8GkkgRoc9hukSL9UWAgMHxD7s-41tRdIhS7GMWiA8LZBTPOU,WICKO MODE 
226,toFoBpPeU0QZlWA-KL4aeKh72BDJ1fg9qT1AfMBVboIuM2be,Ezreal HE
227,D9eVSM6axSeHPxDNnV2H0B0P6uICRXnAagSFOieWZ1tJXbB9,Nemesis God
228,p0yXlpHi4XLduuN28vTh9zB-0nHvo7DWYESYXPh9TYZtWXwg,keonu2 twitchtv
229,jovyd3RMO3U1R7KExpn8hiHEe8n44pzieU-7g-5R-AE_duWS,TempName 123
230,uB-h7hiQqcFzu06a36bo8JQlAlE4exn8PdJZyztDYlISeluz,KwaZmodo
231,h67k2krsQ-t6Xzm_SfI-Jtiju5q0vKicv8Ee7RaTy514k50m,JooniBear
232,IYHmvAntkqZbOerWYsQhK4SFQmESXHrvd2vpk1HE96-dJWoE,pawnupi
233,GHVYoxq5BLltmcjXwniayfUG1TmE7VChRoY72IPr9Ho,scarra
234,rWGhbqP7fYGP3QpXDORp7PYeCG37vb7UhVYQQADZs5ef5sQ7,Louie Wu
235,ikQMQEJSflhwXB8kjyXCbDp3ZK-iZ896UAqQoMX_NSuwS3fz,Leara
236,ktwY7kXvKJkXD4o0gytCQ4VCZAafk47NjimNdnRK4VAYCnfr,Yukishiro Nanako
237,JtMH06nMoVQ24lXrBxj5U9SzPM5e-edMoQ3OCGNikXbr4JNS,LylezLpE
238,pZhqjiGP8QKb4SZX01AAwM_Blf9iOqk5eo7UyJaY3SBJ5ldV,LooLooFang
239,t36rWgnflhuCPg4GpYIstcpqrYYlkzSkLbRKUfm6Xi-K3i-f,CatherinevJb
240,Kuh3BOM0SEIYNY_O8lY-LheltcUNlPNTC-kTjuy2zUxbMhpP,arbit foeva
241,bv0hwbqNcYgLU47icDOnfN_b4JRpRo74TEWbavJgpnGswiSr,xIBlanche
242,2pu_uuQGJFjZCvJhiGKmGHupMcR8U9tpJtzJD0or7sXJsOLV,tiltmeitiltu
243,kIidXW4VPXdhAOHN6DLJ1vZgjuIdNexmpeGEbb7BtCfLDm_4,Yónsi
244,y13_IGre1CvNt2eg-sbY1km8O832-tOu-mnX5ZnoXMe4F6Cl,twitchtv riste
245,SEjImp-t2NmxFtXF5cywUX_nRpOwunUYrqynv1M3Dotrb6bh,LSXNEooooozz
246,Y-QY1RQz0A9mwzlDWTMH14wmAlgCejDDYjmqjz1SPU63ATlx,ShiningCharizard
247,eoLK9XHkrQf76qHRQ2Q8QRk5YTehM18wgnK_fI1CJRKT5k6x,veroism
