,matchid
0,3139351259
1,3139184799
2,3138760978
3,3138733861
4,3138705280
5,3209062113
6,3203591863
7,3203149977
8,3203146661
9,3203106260
10,3209966695
11,3204917959
12,3204890144
13,3204852615
14,3204783788
15,3208685325
16,3208658654
17,3208650045
18,3208165613
19,3207823590
20,3140604252
21,3140445220
22,3140434801
23,3140407643
24,3140393340
25,3203349583
26,3176888801
27,3176887449
28,3176857476
29,3176863331
30,3197593007
31,3197559376
32,3197358853
33,3195765331
34,3195783247
35,3215810723
36,3202456758
37,3201800418
38,3201757789
39,3201731161
40,3182381431
41,3163548182
42,3163544154
43,3152951256
44,3150752402
45,3167680549
46,3167623739
47,3167528335
48,3167533335
49,3167489552
50,3138080905
51,3076165232
52,3076125774
53,3076094150
54,3076052734
55,3209018559
56,3209016728
57,3208975645
58,3209020829
59,3208958504
60,3184975846
61,3156843539
62,3152183128
63,3152158960
64,3095101357
65,3215623487
66,3214865859
67,3214872544
68,3214840640
69,3213193394
70,3210803499
71,3210749281
72,3210734763
73,3210649299
74,3210077315
75,3085182311
76,3085146077
77,3085122118
78,3085101098
79,3085027057
80,3214212246
81,3213251709
82,3211137371
83,3211142735
84,3210640373
85,3199198968
86,3197542688
87,3197506457
88,3197098085
89,3196571469
90,3215147027
91,3213556688
92,3213345279
93,3213300043
94,3212383220
95,3165558356
96,3150398246
97,3150411038
98,3138386104
99,3138364524
100,3211755459
101,3211733402
102,3210954272
103,3073047893
104,3073063134
105,3204036308
106,3203079632
107,3203058301
108,3203064567
109,3201679808
110,3214752876
111,3214760850
112,3214141375
113,3212332085
114,3212350218
115,3053402546
116,3053371518
117,3032397438
118,3032389767
119,3031229940
120,3166739496
121,3166724822
122,3166698930
123,3166646557
124,3166619454
125,3214969252
126,3213119320
127,3210296893
128,3208351621
129,3208286916
130,3178046688
131,3177367973
132,3126487018
133,3126477912
134,3126429700
135,3159470572
136,3087278860
137,3056271127
138,3020264194
139,3010102517
140,3212585030
141,3205914479
142,3205867803
143,3205813894
144,3205812453
145,3066017604
146,3065360223
147,3065114343
148,3065072930
149,3064361233
150,3215910128
151,3215856493
152,3215881957
153,3215778252
154,3215128759
155,3201027287
156,3201024304
157,3200969358
158,3200975520
159,3200454198
160,3215382581
161,3214584083
162,3214303042
163,3214192021
164,3214146899
165,3215826242
166,3215008555
167,3212603037
168,3212517154
169,3212498345
170,3212369077
171,3210021476
172,3209937190
173,3206945765
174,3206478251
175,3214343460
176,3214320709
177,3213900338
178,3212862825
179,3210073615
180,3209764571
181,3209678656
182,3209692569
183,3207804867
184,3207727517
185,3203639485
186,3203662129
187,3203594700
188,3203570413
189,3176367656
190,3091305773
191,3091272663
192,3090237140
