,matchid
0,3214590548
1,3214563094
2,3214560351
3,3214485770
4,3212626217
5,3210893210
6,3210828544
7,3210834436
8,3210590429
9,3204219348
10,3210371052
11,3210279673
12,3208879790
13,3208812714
14,3208785433
15,3214653618
16,3214627042
17,3213897055
18,3213894439
19,3212299062
20,3201017373
21,3201052430
22,3200988541
23,3200956863
24,3200952394
25,3214828144
26,3214580584
27,3214046770
28,3213519807
29,3212641892
30,3214034324
31,3214042450
32,3212967322
33,3212956640
34,3212945580
35,3215893004
36,3212391151
37,3210652330
38,3210631176
39,3205056576
40,3210640361
41,3197023585
42,3196929070
43,3192395620
44,3187434984
45,3209846358
46,3209763876
47,3209730111
48,3209723897
49,3187507607
50,3215739923
51,3214389122
52,3211624265
53,3211476370
54,3211134348
55,3206669076
56,3206673114
57,3206605776
58,3206437996
59,3206453043
60,3186595982
61,3186579977
62,3070137634
63,3063873457
64,3062789365
65,3210749427
66,3210742198
67,3186629147
68,3186621824
69,3186563307
70,3204708650
71,3204739921
72,3204653083
73,3204633045
74,3204612604
75,3104843564
76,3098021654
77,3092320589
78,3092288445
79,3092286663
80,3215782266
81,3215765823
82,3215739905
83,3214684168
84,3214540032
85,3209763372
86,3209716411
87,3209700530
88,3207618725
89,3207625168
90,3210296467
91,3199683396
92,3197518086
93,3195275532
94,3193439126
95,3208945757
96,3208856589
97,3208607012
98,3208553345
99,3208509823
100,3215786893
101,3215811946
102,3215736233
103,3215686761
104,3215562069
105,3045528526
106,3045511633
107,3045496704
108,3045417447
109,3044856171
110,3177656120
111,3169639763
112,3169024217
113,3168826156
114,3168395328
115,3213119271
116,3200449210
117,3200443604
118,3200416137
119,3191788380
120,3110421186
121,3110378311
122,3110324488
123,3110236598
124,3110215150
125,3203116790
126,3112569693
127,3112577427
128,3112099838
129,3112090585
130,3025963498
131,3025927579
132,3025634364
133,3025554041
134,3025525124
135,3188257798
136,3188225443
137,3177108203
138,3176011395
139,3176006600
140,3154849357
141,3154635728
142,3154596887
143,3154556459
144,3154527075
145,3212679221
146,3204881362
147,3181034562
148,3180984607
149,3179746441
150,3215992626
151,3214317624
152,3214061552
153,3214018996
154,3186191410
155,3209664129
156,3209518963
157,3209514409
158,3209389140
159,3208434177
160,3118443706
161,3118407191
162,3118148616
163,3118146179
164,3118134094
165,3210348613
166,3210345833
167,3210153050
168,3210139140
169,3210127034
170,3203583312
171,3203455369
172,3203369489
173,3202910558
174,3180517486
175,3215855836
176,3210999308
177,3210997028
178,3210938947
179,3210258653
180,3100459671
181,3100466257
182,3100433174
183,3100404881
184,3062956354
185,3204771939
186,3204657748
187,3204671363
188,3204606426
189,3204611840
190,3211851191
191,3204967101
192,3186564061
193,3183801937
194,3183678314
195,3197241385
196,3197205962
197,3197200991
198,3197116041
199,3196617052
200,3213850590
201,3156099016
202,3156091826
203,3155124381
204,3155109187
205,3215765242
206,3215720791
207,3184326158
208,3184320392
209,3184245579
210,3213791794
211,3211663694
212,3205584315
213,3205620743
214,3205527645
215,3214712599
216,3214668723
217,3214674427
218,3214560335
219,3214312475
220,3150273956
221,3150239541
222,3150186856
223,3150163324
224,3148822060
225,3126932686
226,3126901738
227,3126892543
228,3126870142
229,3123169051
230,3213740915
231,3211012801
232,3209629870
233,3203312459
234,3203258377
235,3186627987
236,3182329143
237,3182314651
238,3173871751
239,3134612205
240,3173843296
241,3170148921
242,3169087320
243,3169083171
244,3167579829
245,3212829209
246,3212855348
247,3212832141
248,3212798393
249,3212785055
250,3208679199
251,3208701929
252,3208609961
253,3208454828
254,3207695851
255,3183100990
256,3181935881
257,3181924804
258,3179951905
259,3177844469
260,3125787585
261,3125754530
262,3125726211
263,3125719940
264,3125691409
265,3153449513
266,3153454316
267,3153431010
268,3153085262
269,3153040830
270,3188614680
271,3186418886
272,3083915695
273,3083150704
274,3083065673
275,3212648000
276,3212486647
277,3212470952
278,3212420756
279,3212366596
280,3215477789
281,3211173522
282,3211112962
283,3210169461
284,3210178074
285,3211615652
286,3211509647
287,3211454476
288,3211336119
289,3210513512
290,3213057043
291,3213053485
292,3212523222
