,matchid
0,3189362289
1,3189278262
2,3188340570
3,3188289445
4,3188299109
5,3202905061
6,3202797171
7,3165880166
8,3140174262
9,3139642217
10,3195697912
11,3178710445
12,3178535850
13,3174999708
14,3173756511
15,3161436652
16,3028552561
17,3028529675
18,3028518609
19,3028532269
20,3215580101
21,3215442515
22,3180281543
23,3180206577
24,3180189963
25,3210813922
26,3210797235
27,3210801433
28,3204568885
29,3204516152
30,3210416775
31,3209829412
32,3209810956
33,3209752761
34,3209707385
35,3201370715
36,3191093792
37,3188116848
38,3180053380
39,3173702882
40,3175724710
41,3174634578
42,3174194048
43,3173480863
44,3173425659
45,3198820608
46,3198767057
47,3198752951
48,3195796214
49,3195764591
50,3132336514
51,3131546142
52,3131533027
53,3131160394
54,3130982631
55,3194083926
56,3194049441
57,3194015035
58,3193997071
59,3193963996
60,3209623472
61,3209606320
62,3209552052
63,3208392419
64,3208366184
65,3206648415
66,3206592048
67,3206547104
68,3206565539
69,3187744390
70,3204497502
71,3204486854
72,3204455504
73,3204462961
74,3204409572
75,3215805215
76,3215749338
77,3210106531
78,3210140560
79,3210066385
80,247467811
81,247465508
82,247454669
83,246694751
84,246701195
85,3152660836
86,3152622989
87,3151269973
88,3151238074
89,3151234572
90,3204270807
91,3203989544
92,3204024499
93,3203928822
94,3203904237
95,3214086437
96,3203188911
97,3203186374
98,3202727802
99,3202721787
100,3206941190
101,3206858286
102,3205946548
103,3205950955
104,3202619041
105,3201764972
106,3201735270
107,3196817012
108,3196816026
109,3196795639
110,3212924576
111,3212921723
112,3212838912
113,3212667323
114,3208534962
115,3191229331
116,3163245743
117,3163244720
118,3163291155
119,3163261857
120,3186157974
121,3142817630
122,3142801576
123,3141797775
124,3140563207
125,3212670962
126,3212597384
127,3212568781
128,3211491988
129,3210874607
130,3215368992
131,3210746152
132,3210691815
133,3181581555
134,3179507412
135,3042297717
136,3042194931
137,3041991460
138,3041736208
139,3041711012
140,3010418172
141,3010377809
142,3009379014
143,3004620693
144,3004591025
145,3215730934
146,3181680167
147,3181643867
148,3181590610
149,3179279291
150,3095933882
151,3095832645
152,3095772317
153,3095336865
154,3095276512
155,3210020253
156,3209952279
157,3206660797
158,3206595662
159,3205985767
160,3187805644
161,3187778419
162,3187762588
163,3187750110
164,3187671616
165,3210104353
166,3210109947
167,3210036198
168,3210060881
169,3209984046
170,3150385316
171,3150358733
172,3150329091
173,3150049743
174,3149483982
175,3215630212
176,3215574695
177,3214326659
178,3213175230
179,3213211163
180,3215601138
181,3215535858
182,3210748785
183,3210715125
184,3210667590
185,3165947615
186,3150001653
187,3149992468
188,3148475412
189,3148431297
190,3212975028
191,3212954177
192,3212963270
193,3210462706
194,3207103804
195,3202944281
196,3196725548
197,3196650105
198,3196001560
199,3128333533
200,3208820992
201,3208750886
202,3208622464
203,3207843679
204,3207816474
205,3195902682
206,3195870758
207,3195828720
208,3195853559
209,3195842288
210,3192912688
211,3177923680
212,3177908109
213,3177883270
214,3171220024
215,3171170703
216,3171147358
217,3171125553
218,3171092968
219,3170487960
220,3214542409
221,3214476709
222,3214519914
223,3211720124
224,3211674331
225,3207261677
226,3196945603
227,3196972737
228,3195879402
229,3195924878
230,3193976577
