,matchid
0,3202804370
1,3202792578
2,3202755079
3,3201952094
4,3201889589
5,3199556645
6,3199570107
7,3199492645
8,3199424894
9,3199355669
10,3215865851
11,3215827575
12,3215714016
13,3215691807
14,3213903524
15,3215780261
16,3202943048
17,3196069926
18,3185416147
19,3183545619
20,3210098012
21,3210144227
22,3210111553
23,3210076530
24,3210062883
25,3215092409
26,3214684935
27,3214691108
28,3212921848
29,3210128970
30,3126267670
31,3126245170
32,3126260329
33,3120634739
34,3105257441
35,3215758275
36,3215730785
37,3212423529
38,3211958552
39,3212007450
40,3215944957
41,3215942007
42,3215859708
43,3215851491
44,3215777180
45,3170041599
46,3169968815
47,3169966890
48,3169975091
49,3169981614
50,3215798357
51,3215812485
52,3213830401
53,3213100615
54,3212998583
55,3211955346
56,3212134092
57,3212133065
58,3211707487
59,3211721497
60,3215703141
61,3215636165
62,3215620873
63,3215464321
64,3215407030
65,3214304513
66,3208833104
67,3208778674
68,3208771023
69,3208681904
70,3201460570
71,3201425058
72,3201374629
73,3201359059
74,3186070942
75,3166663209
76,3166619528
77,3165338507
78,3158675389
79,3158655446
80,3205778984
81,3203427298
82,3203410997
83,3203375452
84,3174685288
85,3203059057
86,3202993853
87,3202202896
88,3202191633
89,3202132420
90,3126465794
91,3126446138
92,3126408544
93,3126368466
94,3126357658
95,3213904599
96,3213870851
97,3213836152
98,3213842056
99,3213776674
100,3210428163
101,3164092997
102,3164056760
103,3157160731
104,3157121991
105,3173093835
106,3173092545
107,3173087260
108,3173031854
109,3172975501
110,3168556647
111,3168532592
112,3168466815
113,3168386984
114,3168054224
115,3126237712
116,3126215180
117,3126221509
118,3126156737
119,3126151123
120,3070150947
121,3070118717
122,3069681275
123,3069449728
124,3068854243
125,3173270120
126,3164504024
127,3160646086
128,3160643557
129,3160640180
130,3215009897
131,3212497587
132,3212503365
133,3206634872
134,3205801999
135,3213121073
136,3176034107
137,3159638009
138,3129470989
139,3117995940
140,747867146
141,747805933
142,747804922
143,747823925
144,747812309
145,3181359073
146,3180179059
147,3179459431
148,3179454213
