,matchid
0,3215716614
1,3215709981
2,3214675785
3,3214670941
4,3214486893
5,3021921192
6,3018390368
7,3018378937
8,3017324098
9,3017302784
10,3191676062
11,3191639922
12,3191623752
13,3191516568
14,3158926648
15,3207077289
16,3131026247
17,3032178993
18,3032181171
19,3032155423
20,3043118836
21,3043125764
22,3043000012
23,3042660876
24,3041866048
25,3161491678
26,3161499758
27,3161477122
28,3159205517
29,3154409498
30,3021578903
31,3021562305
32,3019648696
33,3019606507
34,3019567457
35,3208645627
36,3208597789
37,3208593924
38,3131378428
39,3131364417
40,3109081577
41,3109054406
42,3109027521
43,3095184069
44,3095171264
45,3191714700
46,3191688268
47,3191681379
48,3191598132
49,3191612325
50,3210493685
51,3210471441
52,3209590807
53,3209477253
54,3209472346
55,3155199836
56,3155152863
57,3154139777
58,3035859441
59,3035871309
60,3208361667
61,3208297278
62,3208302475
63,3207279795
64,3207165690
65,3210517734
66,3210540443
67,3210462276
68,3210446427
69,3210413133
70,3022366249
71,3022328150
72,3022287826
73,3022280618
74,3022121021
75,3023276820
76,3022374344
77,3022336497
78,3022110319
79,3022067604
80,3193973533
81,3177932993
82,3177873055
83,3177838355
84,3177801801
85,3064162038
86,3064118084
87,3047742606
88,3028768955
89,3028766409
90,3164367637
91,3164322252
92,3164267563
93,3164291756
94,3164229174
95,3165927023
96,3165931493
97,3144039568
98,3144017164
99,3143975119
100,3184050820
101,3184019121
102,3053792078
103,3053768661
104,3024844003
105,4288259201
106,4285455722
107,4283858076
108,4283767422
109,4283687726
110,3175690370
111,3175609473
112,3175603476
113,3175558146
114,3175297007
115,3208606969
116,3208581692
117,3208523175
118,3208469265
119,3208484239
120,3036758004
121,3035331877
122,3035304689
123,3033824977
124,3033673201
125,3207745807
126,3207668954
127,3207684511
128,3206817133
129,3206825511
130,3084328587
131,3084220778
132,3084170596
133,3082835078
134,3082813483
135,3177499058
136,3177541687
137,3177445368
138,3177409002
139,3177392900
140,3211838902
141,3211845544
142,3211851524
143,3124093787
144,3098372987
145,3012062802
146,2990861460
147,2990834841
148,2990809443
149,2981556364
150,3210188015
151,3206156114
152,3205977517
153,3144563400
154,3144516255
155,3214188651
156,3214224170
157,3214120974
158,3214077358
159,3214085032
160,3091710764
161,3059938152
162,3054384523
163,3054279582
164,3054207058
165,3215946138
166,3215904775
167,3215941783
168,3214709533
169,3214666432
170,3197113000
171,3177018808
172,3177063695
173,3177041553
174,3170596460
175,3210391786
176,3210367940
177,3209881155
178,3209813841
179,3209757514
180,2994291960
181,2994267812
182,2994271435
183,2988008147
184,2987987484
185,3213866511
