,summonerId,summonerName,accountId,puuid
0,LGV1g7C9MouD6OkhrpmXhML3EDlgqWE_B01EXIVl-c45XEw,kámi,CSCbCLYGd0xP_5OL5efz93TEnDwnlfDhQ8ul0itP0c-2D-A,7JwB7_iQD5_CFoqUuiQyqhLLGBXj5wdZZ80UPRtj-UjY-tnm0-9rUx8GgF07MExSJ_5QSCaGiavtqw
1,UL0ISEijPzu-6Hjk2avzBExzE32nO4M6PYYqPfy8ecL_LAg,Silver Semin,g-1euXjwc2qjGLcbePLxqkPBTnIwe6VrkYqKqojqEDMvYyU,q1yni4tTkmEjqPRh1LFSVqDr4q7VvPdAgDE2kPHSix0LC8XBKjsAa6lT1k1_zCbDbE_VTFiz0jLwtQ
2,13KpM1kgteaFx9EnfkfGWAE_K-bxPyYI3MSPjlOBLXtGOPQ,Gummehs,Mv3rMIoNciuqq1TiqYeYVlS-FYED1NfQ1sggxkj1_Lxg_tk,u_9jSgI169XptZbh7L9rZ4IW7e1FkqRzZ2REnHlXiRfWPZhdo5XWzyS-1bYyrTHNDbRnaVitm3_kSg
3,uiu5hsGvHa3gRo9qgtsDTqelwzT9hVJZ7g9x0Sixgf4ulMU,LV10masterteemo,8oSsHBPZvEyJDXMZSdRDB1cj9qMivF7vCHh5_Tjyj5vJ-20,C68FRDlFEswedrLRvlIouK-X62R7JMmDzrlk9d9aQKbOX4XxqOL_2TOkVE9G_aUdbzk9h-mRg7Eyww
4,QbTl3QyitkrnR-YWsHDigJnd4ctCZwiirQMDemv3CRyayvU,cristian 1,OSDZrKyrCbJKSg34JPaBYuMBDSbcV9Ab01pwwkzJLsjFZ6s,am5GwdZplzqnz_vB0uYPjCeYH_OfzTtW1JJ4kgjkJBflRmNymhzo8C6QPekF7l9ZRAvjol-Tt18eVw
5,Q9LSzXz7XuSxNoAUaAY5aBH18XQ8PKvkcrcVn6vLKg-yWD4,KIyadi,QOn2CGs4quFcSt1TbNhaDbeMAOS2yl0dIqO132dTVrvW9F0,O3QeVTkAfKUgBUQz--DY6anRZBt8AbeD1J3C9SXi1_0rd77wVUj22OPDtZO0D4nmTHpzq8bamRgiZQ
6,mqwkz3kkJc-MiBRIy8yjqfPF2DHHuX-dmSpIyMpR1cX_Ca0,Zhangarchy,Q-n660aga-5hn4t4_ptwvtz6cRP0XaaELW-xop1pCeMJRuM,vQQMbNpZvmdaq60Yv5KGteUo1fIBf0vGtFvc7PaZvN_O-pLsrzhZ18LqO3UxTANjFK7jcJHD59ZPwQ
7,w2cyklWr1WeLj7Ewx6TRQ-f3zaQGIGxGHypT8RW-R-b7WiM,Papa Rock,V0OnRsIaYdw896PZqj5mHIs_rsgsbU_5BEFvUAIeEM9Ms0M,Ycu-A109rI_0xmuuPBniUQXvz7HJfN2jmkvyNamjC0hrM-tRdXcFjDzr3jXTXMqf19eSmCxZZd32yg
8,4IKnRPZbVN6AsBmvsuiiXkwTiqyNe7jJV6pCSdWkeJ4vkgk,PlsMomNotTheBelt,VjBreMI5Y8Y3oQsL2gmqutAN2O5XWsVFYRx8gxXtS8NxAwM,z6KFJu25Sez7XCX4GibO1Ko1RDndgSqEE2p0FN4mJAc3-q_5KVdmAxvI13Jzk3ga5QYM2JTtFd-QIA
9,iwzA4B-_I_zNmR0kxgaNod-Dfx0hTh2qWMDskRi1GApZ5js,Hârmony,mX57wmI9HCY3IMzcInouOFDa7Sgi3YYdmSnDToToZRd3gzs,kYniteuvxO-gX7Swn7Wh1j4GN40cWE7z6fnPyGZpaBcZ094zUFAPY_pfImD0wnT4P9vszsHQ2LCChg
10,RDK3yIF6iVvQkdV02JfX1IXaONstlyMZV6AgAegEm6RZh9I,Pineapple420swag,NysAeQc4JTg3FA8NES6TAbmDgn2oXh9zSUpPt8q2IO_bxjE,SmaNPDuAdz4pKKjSIoC7FEFb3z2y6-V_m5NhtvjZzZpMhhTsYeXqScYUw9WSqnJYI78FXCSAxDntxA
11,qNTUmwup3M4XPqgYwRdEr4pvQ5kxe8R0Wvl4ejddDLIJjC4,R1ces,Cr4zkhK3SKQdcNYvkPts8Btzj_wa2LvHO-vmk0IKIwb586I,fyIeSZ4OSC8vAvz_R5LPPGgvwd81ZF7sae8hK907VxmbZ7-WOARn88GoUg0M6Zxrap163WOzHom9eQ
